vid	text	duration_sec	word_count	file_path	source
aePZIk8I9_Y-00:06:58.151-00:07:05.625	I had to accept that, but my heart goes out to those who joined Deaf West for the first time.	7.474	20	D:\signbridge_dataset\openasl\train\aePZIk8I9_Y-00.06.58.151-00.07.05.625.mp4	openasl
_DLMidC-b8w_23-8-rgb_front	Lastly, don't worry too much about mega pixels.	3.65	8	D:\signbridge_dataset\how2sign\train\_DLMidC-b8w_23-8-rgb_front.mp4	how2sign
4i0Y_mFJejI-00:02:23.259-00:02:25.099	I found two preprints that looked into this issue.	1.85	9	D:\signbridge_dataset\openasl\train\4i0Y_mFJejI-00.02.23.259-00.02.25.099.mp4	openasl
UV_sC3tAvfo-00:01:25.918-00:01:27.921	That has not been studied yet.	2.003	6	D:\signbridge_dataset\openasl\train\UV_sC3tAvfo-00.01.25.918-00.01.27.921.mp4	openasl
G3RvsnzQrXQ_10-10-rgb_front	That's going to create the body of your spider.	2.15	9	D:\signbridge_dataset\how2sign\test\G3RvsnzQrXQ_10-10-rgb_front.mp4	how2sign
DfnHNkTE7mE_6-5-rgb_front	So I did that and they liked me.	3.9	8	D:\signbridge_dataset\how2sign\val\DfnHNkTE7mE_6-5-rgb_front.mp4	how2sign
072DGdBjfkQ_20-5-rgb_front	The first one I want is just going to be his nose.	2.7	12	D:\signbridge_dataset\how2sign\train\072DGdBjfkQ_20-5-rgb_front.mp4	how2sign
0txiLtDYAZk_10-11-rgb_front	This time I'm just going to make this one disappear.	2.65	10	D:\signbridge_dataset\how2sign\train\0txiLtDYAZk_10-11-rgb_front.mp4	how2sign
rAvYKngaMLE-00:14:46.340-00:14:48.620	And more good news.	2.28	4	D:\signbridge_dataset\openasl\train\rAvYKngaMLE-00.14.46.340-00.14.48.620.mp4	openasl
RcvCCqIbwdU-00:08:14.819-00:08:20.800	Frates used his diagnosis to launch a movement.	6.0	8	D:\signbridge_dataset\openasl\train\RcvCCqIbwdU-00.08.14.819-00.08.20.800.mp4	openasl
_N5zuJa9vJI-00:07:24.319-00:07:27.079	Of course, it went viral!	2.76	5	D:\signbridge_dataset\openasl\train\_N5zuJa9vJI-00.07.24.319-00.07.27.079.mp4	openasl
aAbdm-MtiSw_3-3-rgb_front	We have an asymmetric skirt, asymmetric meaning it's not the same length all around.	5.65	14	D:\signbridge_dataset\how2sign\train\aAbdm-MtiSw_3-3-rgb_front.mp4	how2sign
qKu3yLfhNps-00:01:27.900-00:01:34.060	An example is when a public university has a policy prohibiting animals in their buildings.	6.16	15	D:\signbridge_dataset\openasl\train\qKu3yLfhNps-00.01.27.900-00.01.34.060.mp4	openasl
k5pGqJtTh94-00:07:18.958-00:07:26.016	NBC News said one of the officers said, Shots still being fired.	7.058	12	D:\signbridge_dataset\openasl\train\k5pGqJtTh94-00.07.18.958-00.07.26.016.mp4	openasl
2_2WH7cFJLM_6-5-rgb_front	The people that were catching the birds were doing it for the money.	5.2	13	D:\signbridge_dataset\how2sign\train\2_2WH7cFJLM_6-5-rgb_front.mp4	how2sign
XSAWM-spOhU-00:06:02.028-00:06:09.201	So, when does the White House want the country to be opened again?	7.173	13	D:\signbridge_dataset\openasl\train\XSAWM-spOhU-00.06.02.028-00.06.09.201.mp4	openasl
5cjkZmWlhKE-00:05:45.160-00:05:52.579	Ruiz Foods Products produced the wraps in January.	7.419	8	D:\signbridge_dataset\openasl\train\5cjkZmWlhKE-00.05.45.160-00.05.52.579.mp4	openasl
41HO4Sv9o1E-00:02:58.900-00:03:06.860	DeRosier was responding to a disabled vehicle when he reported being shot.	7.96	12	D:\signbridge_dataset\openasl\train\41HO4Sv9o1E-00.02.58.900-00.03.06.860.mp4	openasl
1BE6JW91TyM_12-8-rgb_front	I'm going to have some baking soda.	1.45	7	D:\signbridge_dataset\how2sign\train\1BE6JW91TyM_12-8-rgb_front.mp4	how2sign
2t0bY_rE108_6-8-rgb_front	A good thing about this one is you actually have a power setting.	2.7	13	D:\signbridge_dataset\how2sign\train\2t0bY_rE108_6-8-rgb_front.mp4	how2sign
J9TSX7Pz3es-00:02:03.519-00:02:11.360	It happened early on New Year's Day in Corpus Christi, Texas.	7.85	11	D:\signbridge_dataset\openasl\train\J9TSX7Pz3es-00.02.03.519-00.02.11.360.mp4	openasl
0C_NjyLtHwc_59-8-rgb_front	And it's the same type of knot that you tied when you tied off the needle and thread.	5.65	18	D:\signbridge_dataset\how2sign\train\0C_NjyLtHwc_59-8-rgb_front.mp4	how2sign
ZOOpGprUm3w-00:03:01.207-00:03:08.542	So, what this means is that re-infection is possible.	7.35	10	D:\signbridge_dataset\openasl\train\ZOOpGprUm3w-00.03.01.207-00.03.08.542.mp4	openasl
20L1KcP9Zeo-00:09:03.019-00:09:10.919	The 78-year-old posted this selfie of her cooling off from her pool in East Hampton, New York.	7.9	17	D:\signbridge_dataset\openasl\train\20L1KcP9Zeo-00.09.03.019-00.09.10.919.mp4	openasl
eWlDjpFLYqU-00:09:57.263-00:10:01.017	I didn't feel safe at night with him.	3.754	9	D:\signbridge_dataset\openasl\train\eWlDjpFLYqU-00.09.57.263-00.10.01.017.mp4	openasl
QwiEOLnbKmo-00:01:15.575-00:01:16.876	Did you want to share something?	1.301	6	D:\signbridge_dataset\openasl\train\QwiEOLnbKmo-00.01.15.575-00.01.16.876.mp4	openasl
eTDYjfBqa-A-00:00:28.839-00:00:31.379	You should sign up and register!	2.55	6	D:\signbridge_dataset\openasl\train\eTDYjfBqa-A-00.00.28.839-00.00.31.379.mp4	openasl
tzIaQJPzSrQ-00:04:39.120-00:04:43.360	And what doesn't kill you makes you stronger.	4.25	9	D:\signbridge_dataset\openasl\train\tzIaQJPzSrQ-00.04.39.120-00.04.43.360.mp4	openasl
6q74MasV6o4-00:01:15.980-00:01:20.640	He leaves behind a girlfriend and their 11-year-old daughter.	4.7	9	D:\signbridge_dataset\openasl\train\6q74MasV6o4-00.01.15.980-00.01.20.640.mp4	openasl
HyGIBdTs9yg-00:12:59.820-00:13:03.823	I am very honored that you two took the time to create this.	4.003	13	D:\signbridge_dataset\openasl\train\HyGIBdTs9yg-00.12.59.820-00.13.03.823.mp4	openasl
F38nf-l4VmU_12-5-rgb_front	But this time, ring out the cloth.	2.15	7	D:\signbridge_dataset\how2sign\train\F38nf-l4VmU_12-5-rgb_front.mp4	how2sign
MJijm9kbdHA-00:15:50.082-00:15:52.666	I always enjoy performing live on TV.	2.6	7	D:\signbridge_dataset\openasl\train\MJijm9kbdHA-00.15.50.082-00.15.52.666.mp4	openasl
ildCQTeV-3U-00:04:17.548-00:04:20.884	He is an employee at Dyke Industries.	3.35	7	D:\signbridge_dataset\openasl\train\ildCQTeV-3U-00.04.17.548-00.04.20.884.mp4	openasl
k_ceVKZsgnw-00:01:20.859-00:01:25.920	He resigned last week and is no longer a State Department employee.	5.061	12	D:\signbridge_dataset\openasl\train\k_ceVKZsgnw-00.01.20.859-00.01.25.920.mp4	openasl
mNF1kg9azQw-00:05:31.788-00:05:37.295	The rescuers tried to revive Huizar, but he died.	5.507	9	D:\signbridge_dataset\openasl\train\mNF1kg9azQw-00.05.31.788-00.05.37.295.mp4	openasl
asnjOLvpsoQ_4-8-rgb_front	You need to go to graduate school.	1.55	7	D:\signbridge_dataset\how2sign\train\asnjOLvpsoQ_4-8-rgb_front.mp4	how2sign
5HDlLzELoeg_5-8-rgb_front	You insert your key there.	2.15	5	D:\signbridge_dataset\how2sign\train\5HDlLzELoeg_5-8-rgb_front.mp4	how2sign
EtbvdM_PTy0_0-5-rgb_front	Hi I'm Tim Gipson with some tips on bathroom plumbing.	3.35	10	D:\signbridge_dataset\how2sign\train\EtbvdM_PTy0_0-5-rgb_front.mp4	how2sign
1UG52nvLLVA_21-5-rgb_front	They're nicely relaxed and the thumbs are kind of braced on the back of the head.	4.0	16	D:\signbridge_dataset\how2sign\train\1UG52nvLLVA_21-5-rgb_front.mp4	how2sign
dGI7tIbYFis_3-5-rgb_front	And I think the reason that it is, is because it's a very accessible game.	4.9	15	D:\signbridge_dataset\how2sign\train\dGI7tIbYFis_3-5-rgb_front.mp4	how2sign
GvkCfTMdL7E-00:05:09.040-00:05:13.519	Tibbetts is going on intuition and speculation.	4.5	7	D:\signbridge_dataset\openasl\train\GvkCfTMdL7E-00.05.09.040-00.05.13.519.mp4	openasl
11ysPjNRN4Y_4-1-rgb_front	I would say that the upper zone is the most pronounced.	2.6	11	D:\signbridge_dataset\how2sign\train\11ysPjNRN4Y_4-1-rgb_front.mp4	how2sign
1qMpH_7FL68_7-8-rgb_front	You also never want to discipline an employee or another person via email.	6.05	13	D:\signbridge_dataset\how2sign\train\1qMpH_7FL68_7-8-rgb_front.mp4	how2sign
OtOSa16Vv2c-00:03:02.759-00:03:09.159	Where does she belong: in the hearing world or the Deaf world?	6.4	12	D:\signbridge_dataset\openasl\train\OtOSa16Vv2c-00.03.02.759-00.03.09.159.mp4	openasl
_fWpJJekhww-00:00:43.119-00:00:47.479	You can still request and encourage the state legislator to provide an interpreter.	4.36	13	D:\signbridge_dataset\openasl\train\_fWpJJekhww-00.00.43.119-00.00.47.479.mp4	openasl
ST2fOv7TFJ8-00:08:13.939-00:08:20.420	Though they haven't ordered a full series.just yet.	6.5	11	D:\signbridge_dataset\openasl\train\ST2fOv7TFJ8-00.08.13.939-00.08.20.420.mp4	openasl
VKkz-ODRIXY-00:03:01.329-00:03:07.280	You are a mother and your daughter.How old is she?	5.951	12	D:\signbridge_dataset\openasl\train\VKkz-ODRIXY-00.03.01.329-00.03.07.280.mp4	openasl
1DHasvQymT4_5-5-rgb_front	Stay tune for our next segment.	1.7	6	D:\signbridge_dataset\how2sign\train\1DHasvQymT4_5-5-rgb_front.mp4	how2sign
1rGiqgUx360_23-8-rgb_front	The male also turns the eggs to aerate them regularly.	3.3	10	D:\signbridge_dataset\how2sign\train\1rGiqgUx360_23-8-rgb_front.mp4	how2sign
bPC1As0rH1I_10-8-rgb_front	Take your old brake pad either way it doesn't matter that way or that way.	4.35	15	D:\signbridge_dataset\how2sign\train\bPC1As0rH1I_10-8-rgb_front.mp4	how2sign
1UB3Hyum1m4_3-5-rgb_front	Remember the mat guide that we had?	3.0	7	D:\signbridge_dataset\how2sign\train\1UB3Hyum1m4_3-5-rgb_front.mp4	how2sign
DypMxoHj9PI-00:00:33.840-00:00:37.920	The second quake was a magnitude 6.9, the most powerful since 1975.	4.1	12	D:\signbridge_dataset\openasl\train\DypMxoHj9PI-00.00.33.840-00.00.37.920.mp4	openasl
07mFG9turoU_44-5-rgb_front	The next clip with be the single, no the double straight leg stretch.	5.4	13	D:\signbridge_dataset\how2sign\train\07mFG9turoU_44-5-rgb_front.mp4	how2sign
UCc4IpWw8bI-00:10:03.019-00:10:05.019	And those are top stories for today.	2.0	7	D:\signbridge_dataset\openasl\train\UCc4IpWw8bI-00.10.03.019-00.10.05.019.mp4	openasl
Pc8BHgpOFtc-00:04:33.773-00:04:35.899	It's a great memory.	2.15	5	D:\signbridge_dataset\openasl\train\Pc8BHgpOFtc-00.04.33.773-00.04.35.899.mp4	openasl
3Vg-kKfUHzI-00:04:37.959-00:04:45.420	Today the school reopened to students for the first time since the shooting.	7.461	13	D:\signbridge_dataset\openasl\train\3Vg-kKfUHzI-00.04.37.959-00.04.45.420.mp4	openasl
sQDnLDY2bPk-00:00:20.879-00:00:22.731	What made it so emotional?	1.852	5	D:\signbridge_dataset\openasl\train\sQDnLDY2bPk-00.00.20.879-00.00.22.731.mp4	openasl
csSRJt_dpWs-00:02:46.000-00:02:52.000	First, the WFD Board appointed me to write the book.	6.0	10	D:\signbridge_dataset\openasl\train\csSRJt_dpWs-00.02.46.000-00.02.52.000.mp4	openasl
gdVQKVcjBO8-00:02:43.080-00:02:47.360	It seemed like Grant didn t like being single as well.	4.3	11	D:\signbridge_dataset\openasl\train\gdVQKVcjBO8-00.02.43.080-00.02.47.360.mp4	openasl
tU_EnJ2E9zo-00:09:37.100-00:09:43.399	That revelation garnered widespread criticism online.	6.3	6	D:\signbridge_dataset\openasl\train\tU_EnJ2E9zo-00.09.37.100-00.09.43.399.mp4	openasl
4MXwmQ7Ht6E_29-8-rgb_front	So, let's get started pinning this down.	2.75	7	D:\signbridge_dataset\how2sign\train\4MXwmQ7Ht6E_29-8-rgb_front.mp4	how2sign
0wPJGhjnX-s_2-8-rgb_front	Today we're talking about peonies.	1.65	5	D:\signbridge_dataset\how2sign\train\0wPJGhjnX-s_2-8-rgb_front.mp4	how2sign
_7uBzSGPQis_7-3-rgb_front	Take a deep breath in through your nose.	2.0	8	D:\signbridge_dataset\how2sign\val\_7uBzSGPQis_7-3-rgb_front.mp4	how2sign
dVWdls7AMz0-00:04:03.919-00:04:09.840	Apple's stock fell by 2 percent in early trading on Monday.	5.921	12	D:\signbridge_dataset\openasl\train\dVWdls7AMz0-00.04.03.919-00.04.09.840.mp4	openasl
6nijXFM2g0k-00:00:08.660-00:00:13.279	This visit has been such a productive week!	4.619	8	D:\signbridge_dataset\openasl\train\6nijXFM2g0k-00.00.08.660-00.00.13.279.mp4	openasl
zsHK8wYjQ9E-00:01:21.099-00:01:23.579	We invited businesses to provide deaf students a mock interview.	2.5	10	D:\signbridge_dataset\openasl\train\zsHK8wYjQ9E-00.01.21.099-00.01.23.579.mp4	openasl
t2lTEIZRTuY-00:00:50.640-00:00:53.179	But he s hearing so I picked up by looking at them.	2.55	12	D:\signbridge_dataset\openasl\train\t2lTEIZRTuY-00.00.50.640-00.00.53.179.mp4	openasl
tU_EnJ2E9zo-00:03:13.180-00:03:17.360	But they did send us a clip of the performance.	4.2	10	D:\signbridge_dataset\openasl\train\tU_EnJ2E9zo-00.03.13.180-00.03.17.360.mp4	openasl
1b3UpS1gD2k_19-8-rgb_front	"[He said] "".and he won't do anything unless you tell""."	3.45	10	D:\signbridge_dataset\how2sign\train\1b3UpS1gD2k_19-8-rgb_front.mp4	how2sign
dkJRO_I7d3Q_1-8-rgb_front	A dropped stitch occurs when it slips off of the needle and then comes out through the stitch underneath it.	6.85	20	D:\signbridge_dataset\how2sign\train\dkJRO_I7d3Q_1-8-rgb_front.mp4	how2sign
r7FVWOs--Nw-00:02:29.979-00:02:35.060	I had to get used to scheduling my clients which required time management.	5.1	13	D:\signbridge_dataset\openasl\train\r7FVWOs--Nw-00.02.29.979-00.02.35.060.mp4	openasl
1fjObGfnwLI_15-8-rgb_front	When you are checking out your outfit make sure you know what kind of patterns you want to match with that outfit before you go out and buy that bag.	7.3	30	D:\signbridge_dataset\how2sign\train\1fjObGfnwLI_15-8-rgb_front.mp4	how2sign
TfuKEGMIBmQ-00:01:01.340-00:01:02.700	That s nice, right?	1.36	4	D:\signbridge_dataset\openasl\train\TfuKEGMIBmQ-00.01.01.340-00.01.02.700.mp4	openasl
rqKJIsa-iSI-00:05:33.399-00:05:38.271	Will Trump actually try to delay the election?	4.872	8	D:\signbridge_dataset\openasl\train\rqKJIsa-iSI-00.05.33.399-00.05.38.271.mp4	openasl
1LaWSGs87gA_15-5-rgb_front	My name is Sylvia Russell and this is how you can choose make-up colors.	4.65	14	D:\signbridge_dataset\how2sign\train\1LaWSGs87gA_15-5-rgb_front.mp4	how2sign
r8phb11nrS0-00:02:28.860-00:02:33.439	I d look at his talents and look at how he moves and shoots, his form and other things.	4.6	19	D:\signbridge_dataset\openasl\train\r8phb11nrS0-00.02.28.860-00.02.33.439.mp4	openasl
8kr8G6TzCbM-00:08:25.170-00:08:26.860	My advice is this.	1.7	4	D:\signbridge_dataset\openasl\train\8kr8G6TzCbM-00.08.25.170-00.08.26.860.mp4	openasl
SBy-uRd49Xg-00:01:17.099-00:01:23.000	The group then fled eastbound on East 156th Street.	5.901	9	D:\signbridge_dataset\openasl\train\SBy-uRd49Xg-00.01.17.099-00.01.23.000.mp4	openasl
vMKRvQVTNqw-00:06:33.098-00:06:37.439	Plantations represent none of those things.	4.35	6	D:\signbridge_dataset\openasl\train\vMKRvQVTNqw-00.06.33.098-00.06.37.439.mp4	openasl
aORjRagCAGY-00:01:08.579-00:01:11.040	I started taking my own photos to use in my design work.	2.461	12	D:\signbridge_dataset\openasl\train\aORjRagCAGY-00.01.08.579-00.01.11.040.mp4	openasl
NGry3ZtyTyE-00:01:35.266-00:01:37.366	You want to impress the company and the boss.	2.1	9	D:\signbridge_dataset\openasl\val\NGry3ZtyTyE-00.01.35.266-00.01.37.366.mp4	openasl
fMri0uE3i-w-00:09:02.320-00:09:08.659	Restaurants and bars need volume and traffic to exist.	6.35	9	D:\signbridge_dataset\openasl\train\fMri0uE3i-w-00.09.02.320-00.09.08.659.mp4	openasl
vp188d39iL4-00:07:47.660-00:07:55.220	According to the FBI, virtual kidnappings are on the rise in the US.	7.56	13	D:\signbridge_dataset\openasl\train\vp188d39iL4-00.07.47.660-00.07.55.220.mp4	openasl
Bd2YIcGbbJg-00:01:57.200-00:01:59.920	The officer has been placed on administrative leave.	2.72	8	D:\signbridge_dataset\openasl\train\Bd2YIcGbbJg-00.01.57.200-00.01.59.920.mp4	openasl
bnIoz-4U3xw_17-8-rgb_front	Click done that is it we are ready to navigate to subway.	4.65	12	D:\signbridge_dataset\how2sign\train\bnIoz-4U3xw_17-8-rgb_front.mp4	how2sign
09KiqMdCSKc_20-8-rgb_front	Close again.	1.4	2	D:\signbridge_dataset\how2sign\train\09KiqMdCSKc_20-8-rgb_front.mp4	how2sign
0EhQlUjX9Q8_13-3-rgb_front	And that is how to spike coarse hair.	2.2	8	D:\signbridge_dataset\how2sign\train\0EhQlUjX9Q8_13-3-rgb_front.mp4	how2sign
fMri0uE3i-w-00:12:37.360-00:12:42.000	This is just one of the at-home recipes featuring the buttery biscuits.	4.64	13	D:\signbridge_dataset\openasl\train\fMri0uE3i-w-00.12.37.360-00.12.42.000.mp4	openasl
nmEzaOvTqOI-00:00:45.799-00:00:52.500	DCMP is where they used to caption old films and today, they have better technologies to caption the media.	6.701	19	D:\signbridge_dataset\openasl\train\nmEzaOvTqOI-00.00.45.799-00.00.52.500.mp4	openasl
oDJhw_qL21w-00:00:16.780-00:00:19.559	If you have all of that then go ahead and submit your application!	2.8	13	D:\signbridge_dataset\openasl\train\oDJhw_qL21w-00.00.16.780-00.00.19.559.mp4	openasl
RfNqzhjI00k-00:11:30.563-00:11:35.695	"Have you seen a short film titled ""Dear Hearing World"" yet?"	5.15	11	D:\signbridge_dataset\openasl\train\RfNqzhjI00k-00.11.30.563-00.11.35.695.mp4	openasl
tSl2YaqEfSY-00:00:22.079-00:00:25.660	This means any of these 13 people can argue a case in the U.S. Supreme Court.	3.6	16	D:\signbridge_dataset\openasl\train\tSl2YaqEfSY-00.00.22.079-00.00.25.660.mp4	openasl
-b7KlePxsAs_3-8-rgb_front	So while this bra is a 32 D, it's not for a D-cup who is fuller this way; it's for somebody who's more spread out this way.	7.3	27	D:\signbridge_dataset\how2sign\train\-b7KlePxsAs_3-8-rgb_front.mp4	how2sign
tzIaQJPzSrQ-00:05:28.800-00:05:35.759	Be sure to watch Sign1News tomorrow (Monday).	7.0	7	D:\signbridge_dataset\openasl\train\tzIaQJPzSrQ-00.05.28.800-00.05.35.759.mp4	openasl
pVuSlqB4HmA-00:01:15.022-00:01:18.120	We put her in hearing aids immediately.	3.1	7	D:\signbridge_dataset\openasl\train\pVuSlqB4HmA-00.01.15.022-00.01.18.120.mp4	openasl
5at8X56tN58-00:00:09.355-00:00:11.301	Happy Halloween!	1.95	2	D:\signbridge_dataset\openasl\train\5at8X56tN58-00.00.09.355-00.00.11.301.mp4	openasl
S0_M5TLB4kc-00:00:59.780-00:01:01.659	This was a great improvement.	1.9	5	D:\signbridge_dataset\openasl\train\S0_M5TLB4kc-00.00.59.780-00.01.01.659.mp4	openasl
48DncKS_yN0_32-8-rgb_front	Couple of dribbles, hit him, chest pass, right?	2.7	8	D:\signbridge_dataset\how2sign\train\48DncKS_yN0_32-8-rgb_front.mp4	how2sign
0TFvNc9ysQo-00:08:29.439-00:08:36.399	And even if you are allergic, you can still donate to rescue groups.	7.0	13	D:\signbridge_dataset\openasl\train\0TFvNc9ysQo-00.08.29.439-00.08.36.399.mp4	openasl
81CrZCgo5ck-00:00:08.679-00:00:12.400	Happy St. Patrick s Day.	3.75	5	D:\signbridge_dataset\openasl\train\81CrZCgo5ck-00.00.08.679-00.00.12.400.mp4	openasl
1rT2MDvamqU_1-8-rgb_front	I'm going to give you a few tips on how you might be able to incorporate some exercises to your diet, into your day.	7.95	24	D:\signbridge_dataset\how2sign\train\1rT2MDvamqU_1-8-rgb_front.mp4	how2sign
5myLxfF9NWM_2-8-rgb_front	Sallow skin is dull skin.	1.55	5	D:\signbridge_dataset\how2sign\train\5myLxfF9NWM_2-8-rgb_front.mp4	how2sign
hzpuXBlOJjk-00:15:59.582-00:16:06.423	But I have a good life, I travel, I have a family, a job, my daughter, and my dog.	6.85	19	D:\signbridge_dataset\openasl\train\hzpuXBlOJjk-00.15.59.582-00.16.06.423.mp4	openasl
JfWFKcT8wPQ-00:01:07.840-00:01:13.739	Her hands are restrained with a zip tie.	5.9	8	D:\signbridge_dataset\openasl\train\JfWFKcT8wPQ-00.01.07.840-00.01.13.739.mp4	openasl
58xX_6AShZQ_0-5-rgb_front	Do you ever find yourself looking for different ways to entertain yourself?	4.65	12	D:\signbridge_dataset\how2sign\train\58xX_6AShZQ_0-5-rgb_front.mp4	how2sign
5uS1lEos3KI_2-8-rgb_front	But in case you don't have the plastic cap, the plastic saran wrap works just as good.	5.25	17	D:\signbridge_dataset\how2sign\train\5uS1lEos3KI_2-8-rgb_front.mp4	how2sign
qBp1QITth04-00:02:31.719-00:02:34.539	Some pedestrians got injured in the stampede but none are life-threatening.	2.85	12	D:\signbridge_dataset\openasl\train\qBp1QITth04-00.02.31.719-00.02.34.539.mp4	openasl
Fp-uzRiUjYA-00:03:41.780-00:03:44.881	Adaptability is also the key to success.	3.101	7	D:\signbridge_dataset\openasl\train\Fp-uzRiUjYA-00.03.41.780-00.03.44.881.mp4	openasl
CUIp1T0qhWs-00:00:52.719-00:00:58.182	USA's next match is against Chile on Sunday.	5.463	9	D:\signbridge_dataset\openasl\train\CUIp1T0qhWs-00.00.52.719-00.00.58.182.mp4	openasl
_FTTCZOoBHg_10-8-rgb_front	Obviously if from the front you've got no damage, you have no visible damage, the repair has been adequately.	7.0	19	D:\signbridge_dataset\how2sign\train\_FTTCZOoBHg_10-8-rgb_front.mp4	how2sign
--8pSDeC-fg_2-5-rgb_front	And I'm a psychologist in Manhattan, New York City, where I have my own private practice.	5.75	16	D:\signbridge_dataset\how2sign\train\--8pSDeC-fg_2-5-rgb_front.mp4	how2sign
bH1KCt78l7c_4-8-rgb_front	I'll just get a little finish on and paint it right on.	3.45	12	D:\signbridge_dataset\how2sign\train\bH1KCt78l7c_4-8-rgb_front.mp4	how2sign
B1mBj-u8rqU-00:05:06.079-00:05:13.660	People with autism are known to sometimes wander off on their own and get lost.	7.6	15	D:\signbridge_dataset\openasl\train\B1mBj-u8rqU-00.05.06.079-00.05.13.660.mp4	openasl
F0Cu-UAAR8I_0-8-rgb_front	I have my chicken that we just finished cooking on the stove and it's cooked all the way through.	6.15	19	D:\signbridge_dataset\how2sign\train\F0Cu-UAAR8I_0-8-rgb_front.mp4	how2sign
CO6qyvvglAE_23-5-rgb_front	And then use Cue to go to the beginning of the track you want to play.	4.75	16	D:\signbridge_dataset\how2sign\val\CO6qyvvglAE_23-5-rgb_front.mp4	how2sign
uhS2kh2gHgI-00:00:12.820-00:00:16.079	The NAD is working hard to change that.	3.3	8	D:\signbridge_dataset\openasl\train\uhS2kh2gHgI-00.00.12.820-00.00.16.079.mp4	openasl
3LtXtL6PX0Q_18-5-rgb_front	And when you look over here, you're going to see that these have sort of started to kind of decay.	5.45	20	D:\signbridge_dataset\how2sign\train\3LtXtL6PX0Q_18-5-rgb_front.mp4	how2sign
In_qqZTB95U-00:06:14.180-00:06:20.980	Other colors of similar bibs are not at risk.	6.8	9	D:\signbridge_dataset\openasl\train\In_qqZTB95U-00.06.14.180-00.06.20.980.mp4	openasl
VsvrhtYgHF0-00:00:58.079-00:01:03.039	We become true members of society through sign language.	4.96	9	D:\signbridge_dataset\openasl\train\VsvrhtYgHF0-00.00.58.079-00.01.03.039.mp4	openasl
c8qCeBSlaOw_0-8-rgb_front	Now we're going to learn the lift up with your second hand.	3.45	12	D:\signbridge_dataset\how2sign\train\c8qCeBSlaOw_0-8-rgb_front.mp4	how2sign
W-Ag3H16yN0-00:07:19.279-00:07:27.079	But if you apply for a loan, you will have to unfreeze your credit.	7.8	14	D:\signbridge_dataset\openasl\train\W-Ag3H16yN0-00.07.19.279-00.07.27.079.mp4	openasl
EQEjh8_dXSk_20-3-rgb_front	A lot of tripods, the more professional kinds have levels on them.	3.65	12	D:\signbridge_dataset\how2sign\train\EQEjh8_dXSk_20-3-rgb_front.mp4	how2sign
QIasUvV5_OI-00:00:00.200-00:00:06.540	Hello, I'm Poorna Kushalnagar, Director of DHCQoL Center at Gallaudet University.	6.35	12	D:\signbridge_dataset\openasl\train\QIasUvV5_OI-00.00.00.200-00.00.06.540.mp4	openasl
FND2JfzngVY-00:09:42.220-00:09:49.100	Health experts say tattoo ink can trigger allergic reactions.	6.9	9	D:\signbridge_dataset\openasl\train\FND2JfzngVY-00.09.42.220-00.09.49.100.mp4	openasl
43zfrZ1Zh2w_1-8-rgb_front	Now we're going to talk about fish and if you lose one.	2.7	12	D:\signbridge_dataset\how2sign\train\43zfrZ1Zh2w_1-8-rgb_front.mp4	how2sign
LyjRsur4oTo-00:07:04.540-00:07:11.833	Our healthcare workers might have to stop working because they could become sick themselves.	7.3	14	D:\signbridge_dataset\openasl\train\LyjRsur4oTo-00.07.04.540-00.07.11.833.mp4	openasl
ElqX77ZzdmE-00:01:13.635-00:01:16.935	Thank you for a wonderful two years.	3.3	7	D:\signbridge_dataset\openasl\train\ElqX77ZzdmE-00.01.13.635-00.01.16.935.mp4	openasl
-euMRdZvO74_10-5-rgb_front	The tanks are slimmer.	1.65	4	D:\signbridge_dataset\how2sign\train\-euMRdZvO74_10-5-rgb_front.mp4	how2sign
1-2UTIfxWao_11-5-rgb_front	I don't think it's going to, I did like 4, so.	3.7	11	D:\signbridge_dataset\how2sign\train\1-2UTIfxWao_11-5-rgb_front.mp4	how2sign
ftjAL7MnqsE-00:03:04.283-00:03:10.289	Prosecutors said the evidence is similar for all four.	6.006	9	D:\signbridge_dataset\openasl\train\ftjAL7MnqsE-00.03.04.283-00.03.10.289.mp4	openasl
6q74MasV6o4-00:02:15.680-00:02:22.919	It is important to know the warning signs that a loved one could be at risk.	7.25	16	D:\signbridge_dataset\openasl\train\6q74MasV6o4-00.02.15.680-00.02.22.919.mp4	openasl
bAnA79gWZXI_16-5-rgb_front	You know in the case of a laptop there's going to be a battery, that's computer hardware.	5.85	17	D:\signbridge_dataset\how2sign\train\bAnA79gWZXI_16-5-rgb_front.mp4	how2sign
4KDsWM3PBFo-00:01:07.980-00:01:15.560	In fact, officials say most of the conflicts in the area are because of neighborhoods feuding.	7.6	16	D:\signbridge_dataset\openasl\train\4KDsWM3PBFo-00.01.07.980-00.01.15.560.mp4	openasl
0ob9wkq1aYk_6-5-rgb_front	"And this is your hand; you've got what's called a ""queen low""."	5.5	12	D:\signbridge_dataset\how2sign\train\0ob9wkq1aYk_6-5-rgb_front.mp4	how2sign
ABa_cT1HZjI-00:12:02.840-00:12:06.759	It has three layers which is best.	3.95	7	D:\signbridge_dataset\openasl\train\ABa_cT1HZjI-00.12.02.840-00.12.06.759.mp4	openasl
aD7Kmdiuigo_26-5-rgb_front	You run that over the interview so that the audience can see what you are talking about.	5.25	17	D:\signbridge_dataset\how2sign\train\aD7Kmdiuigo_26-5-rgb_front.mp4	how2sign
