vid,yid,start,end,raw-text,tokenized-text,gloss,split,duration_sec,word_count,status
W5m8NDOi6V8-00:06:23.279-00:06:28.040,W5m8NDOi6V8,00:06:23.279,00:06:28.040,Wash your hands and practice other techniques to prevent the spread.,wash your hands and practice other techniques to prevent the spread,,train,4.761000000000024,11,missing_npz
W5m8NDOi6V8-00:08:18.600-00:08:25.839,W5m8NDOi6V8,00:08:18.600,00:08:25.839,"We ve seen some viruses really impact children more than adults, like for example, RSV.",we ve seen some viruses really impact children more than adults like for example rsv,,train,7.238999999999976,15,missing_npz
W5m8NDOi6V8-00:07:49.360-00:07:51.360,W5m8NDOi6V8,00:07:49.360,00:07:51.360,What have you seen?,what have you seen,,train,2.0,4,missing_npz
W5m8NDOi6V8-00:06:20.040-00:06:23.279,W5m8NDOi6V8,00:06:20.040,00:06:23.279,"If you re sick, don t spread it.",if you re sick don t spread it,,train,3.238999999999976,8,missing_npz
W5m8NDOi6V8-00:07:18.240-00:07:20.480,W5m8NDOi6V8,00:07:18.240,00:07:20.480,We will be alright.,we will be alright,,train,2.240000000000009,4,missing_npz
W5m8NDOi6V8-00:07:13.720-00:07:18.240,W5m8NDOi6V8,00:07:13.720,00:07:18.240,"Most of us will just experience a cold, cough, fever.",most of us will just experience a cold cough fever,,train,4.519999999999982,10,missing_npz
W5m8NDOi6V8-00:07:10.720-00:07:13.720,W5m8NDOi6V8,00:07:10.720,00:07:13.720,"I ve had pneumonia before, and I did fine.",i ve had pneumonia before and i did fine,,train,3.0,9,missing_npz
W5m8NDOi6V8-00:07:09.240-00:07:10.720,W5m8NDOi6V8,00:07:09.240,00:07:10.720,You ve had a cold before.,you ve had a cold before,,train,1.4800000000000182,6,missing_npz
W5m8NDOi6V8-00:07:07.720-00:07:09.240,W5m8NDOi6V8,00:07:07.720,00:07:09.240,I ve had a cold before.,i ve had a cold before,,train,1.5199999999999818,6,missing_npz
W5m8NDOi6V8-00:07:02.519-00:07:07.720,W5m8NDOi6V8,00:07:02.519,00:07:07.720,"To the common person, this disease will be like a cold.",to the common person this disease will be like a cold,,train,5.201000000000022,11,missing_npz
W5m8NDOi6V8-00:06:28.040-00:06:34.920,W5m8NDOi6V8,00:06:28.040,00:06:34.920,"Give us, in the hospital department, more time to take care of our patients.",give us in the hospital department more time to take care of our patients,,train,6.879999999999996,14,missing_npz
W5m8NDOi6V8-00:07:20.480-00:07:27.000,W5m8NDOi6V8,00:07:20.480,00:07:27.000,"I don t want you to worry, no, but we need to act now.",i don t want you to worry no but we need to act now,,train,6.519999999999982,14,missing_npz
W5m8NDOi6V8-00:04:15.080-00:04:22.560,W5m8NDOi6V8,00:04:15.080,00:04:22.560,"Like I just said, the problem is if there are too many people who show up at the same time, we ll  run out of equipment.",like i just said the problem is if there are too many people who show up at the same time we ll run out of equipment,,train,7.47999999999999,26,missing_npz
W5m8NDOi6V8-00:04:04.719-00:04:07.680,W5m8NDOi6V8,00:04:04.719,00:04:07.680,How do we support them through it?,how do we support them through it,,train,2.9610000000000127,7,missing_npz
W5m8NDOi6V8-00:01:20.519-00:01:28.040,W5m8NDOi6V8,00:01:20.519,00:01:28.040,"Right now, most hospitals in the US are trying to implement policies to limit the spread of the virus in hospitals.",right now most hospitals in the us are trying to implement policies to limit the spread of the virus in hospitals,,train,7.520999999999987,21,missing_npz
W5m8NDOi6V8-00:00:38.039-00:00:43.520,W5m8NDOi6V8,00:00:38.039,00:00:43.520,"In my area, we have two confirmed cases of coronavirus right now.",in my area we have two confirmed cases of coronavirus right now,,train,5.481000000000002,12,missing_npz
W5m8NDOi6V8-00:01:28.040-00:01:32.280,W5m8NDOi6V8,00:01:28.040,00:01:32.280,"For example, a limited number of visitors in the hospital are allowed.",for example a limited number of visitors in the hospital are allowed,,train,4.240000000000009,12,missing_npz
W5m8NDOi6V8-00:00:09.160-00:00:16.760,W5m8NDOi6V8,00:00:09.160,00:00:16.760,"I m a resident in the Emergency  Department at University of Rochester in the middle of  Rochester, New York.",i m a resident in the emergency department at university of rochester in the middle of rochester new york,,train,7.600000000000001,19,missing_npz
W5m8NDOi6V8-00:00:06.519-00:00:09.160,W5m8NDOi6V8,00:00:06.519,00:00:09.160,My name is IV Mirus.,my name is iv mirus,,train,2.641,5,missing_npz
W5m8NDOi6V8-00:04:07.680-00:04:15.080,W5m8NDOi6V8,00:04:07.680,00:04:15.080,We give them oxygen or possibly a machine to breathe for them.,we give them oxygen or possibly a machine to breathe for them,,train,7.400000000000006,12,missing_npz
W5m8NDOi6V8-00:01:32.280-00:01:38.519,W5m8NDOi6V8,00:01:32.280,00:01:38.519,They re trying to  encourage using telemedicine  through video chat.,they re trying to encourage using telemedicine through video chat,,train,6.239000000000004,10,missing_npz
W5m8NDOi6V8-00:04:00.159-00:04:04.719,W5m8NDOi6V8,00:04:00.159,00:04:04.719,We can measure that by monitoring their blood  pressure and seeing their oxygen levels.,we can measure that by monitoring their blood pressure and seeing their oxygen levels,,train,4.560000000000002,14,missing_npz
W5m8NDOi6V8-00:03:42.400-00:03:48.400,W5m8NDOi6V8,00:03:42.400,00:03:48.400,We know coronavirus causes viral pneumonia.,we know coronavirus causes viral pneumonia,,train,6.0,6,missing_npz
W5m8NDOi6V8-00:03:35.879-00:03:41.400,W5m8NDOi6V8,00:03:35.879,00:03:41.400,"That means for who is the most  sick, we need to take care of them first.",that means for who is the most sick we need to take care of them first,,train,5.521000000000015,16,missing_npz
W5m8NDOi6V8-00:03:29.159-00:03:35.879,W5m8NDOi6V8,00:03:29.159,00:03:35.879,"When the system gets overwhelmed, we have to turn to what is called a triage.",when the system gets overwhelmed we have to turn to what is called a triage,,train,6.719999999999999,15,missing_npz
W5m8NDOi6V8-00:01:38.519-00:01:45.280,W5m8NDOi6V8,00:01:38.519,00:01:45.280,If you feel concerned or have symptoms you can use telehealth services or call your doctor to see what you should do next.,if you feel concerned or have symptoms you can use telehealth services or call your doctor to see what you should do next,,train,6.760999999999996,23,missing_npz
W5m8NDOi6V8-00:02:49.479-00:02:54.719,W5m8NDOi6V8,00:02:49.479,00:02:54.719,It s really important that we  advise the public that you don t need to buy masks.,it s really important that we advise the public that you don t need to buy masks,,train,5.240000000000009,17,missing_npz
W5m8NDOi6V8-00:02:20.120-00:02:26.599,W5m8NDOi6V8,00:02:20.120,00:02:26.599,"People still show up to the Emergency Department sick, with a heart attack, stroke, and  other problems.",people still show up to the emergency department sick with a heart attack stroke and other problems,,train,6.478999999999985,17,missing_npz
W5m8NDOi6V8-00:02:06.359-00:02:11.360,W5m8NDOi6V8,00:02:06.359,00:02:11.360,"It doesn t only protect ourselves, but to protect other patients we visit.",it doesn t only protect ourselves but to protect other patients we visit,,train,5.001000000000019,13,missing_npz
W5m8NDOi6V8-00:02:01.359-00:02:06.359,W5m8NDOi6V8,00:02:01.359,00:02:06.359,"If we suspect that a person might have coronavirus, we put that gear on.",if we suspect that a person might have coronavirus we put that gear on,,train,5.0,14,missing_npz
W5m8NDOi6V8-00:01:54.920-00:02:01.359,W5m8NDOi6V8,00:01:54.920,00:02:01.359,"That includes goggles, masks, and gowns.",that includes goggles masks and gowns,,train,6.438999999999993,6,missing_npz
W5m8NDOi6V8-00:02:54.719-00:03:00.000,W5m8NDOi6V8,00:02:54.719,00:03:00.000,Save it for hospitals and for health care providers.,save it for hospitals and for health care providers,,train,5.281000000000006,9,missing_npz
W5m8NDOi6V8-00:08:25.839-00:08:33.600,W5m8NDOi6V8,00:08:25.839,00:08:33.600,That causes children to get sick and the virus spreads to children but adults don t get hit badly from RSV.,that causes children to get sick and the virus spreads to children but adults don t get hit badly from rsv,,train,7.761000000000024,21,missing_npz
vjndaf5k7Mg-00:13:26.938-00:13:29.142,vjndaf5k7Mg,00:13:26.938,00:13:29.142,"Divided, we fall.",divided we fall,,train,2.204000000000065,3,missing_npz
vjndaf5k7Mg-00:12:24.376-00:12:26.578,vjndaf5k7Mg,00:12:24.376,00:12:26.578,We have a lot of work to do.,we have a lot of work to do,,train,2.201999999999998,8,missing_npz
vjndaf5k7Mg-00:13:46.693-00:13:52.264,vjndaf5k7Mg,00:13:46.693,00:13:52.264,There are 44 more states to go.,there are 44 more states to go,,train,5.571000000000026,7,missing_npz
vjndaf5k7Mg-00:13:52.264-00:13:53.633,vjndaf5k7Mg,00:13:52.264,00:13:53.633,Captioned by DPAN: www.dpan.tv,captioned by dpan www.dpan.tv,,train,1.3690000000000282,4,missing_npz
4i0Y_mFJejI-00:00:13.339-00:00:15.339,4i0Y_mFJejI,00:00:13.339,00:00:15.339,That is a great question!,that is a great question,,train,2.0,5,missing_npz
yuw1gcJuWUI-00:03:20.759-00:03:25.039,yuw1gcJuWUI,00:03:20.759,00:03:25.039,"Hello, I m from Thailand as well.",hello i m from thailand as well,,train,4.279999999999973,7,missing_npz
yuw1gcJuWUI-00:02:26.080-00:02:30.560,yuw1gcJuWUI,00:02:26.080,00:02:30.560,Plus the interpreting and I see so many people enjoying themselves.,plus the interpreting and i see so many people enjoying themselves,,train,4.480000000000018,11,missing_npz
yuw1gcJuWUI-00:03:35.479-00:03:37.061,yuw1gcJuWUI,00:03:35.479,00:03:37.061,Thailand!,thailand,,train,1.582000000000022,1,missing_npz
OplgOZenXTU-00:00:06.573-00:00:09.710,OplgOZenXTU,00:00:06.573,00:00:09.710,"It is Tuesday, June 2.","it is tuesday, june 2",,train,3.1370000000000005,5,missing_npz
yuw1gcJuWUI-00:04:43.680-00:04:45.651,yuw1gcJuWUI,00:04:43.680,00:04:45.651,Captioned by www.aslcaptions.com,captioned by www.aslcaptions.com,,train,1.971000000000004,3,missing_npz
yuw1gcJuWUI-00:04:42.199-00:04:43.680,yuw1gcJuWUI,00:04:42.199,00:04:43.680,Stay with the light!,stay with the light,,train,1.4809999999999943,4,missing_npz
yuw1gcJuWUI-00:03:48.995-00:03:52.719,yuw1gcJuWUI,00:03:48.995,00:03:52.719,Hello and welcome to our Google platform.,hello and welcome to our google platform,,train,3.7239999999999895,7,missing_npz
yuw1gcJuWUI-00:03:37.061-00:03:38.818,yuw1gcJuWUI,00:03:37.061,00:03:38.818,Thailand!,thailand,,train,1.7569999999999766,1,missing_npz
yuw1gcJuWUI-00:04:16.199-00:04:20.920,yuw1gcJuWUI,00:04:16.199,00:04:20.920,"That s one benefit and the second one is, and this is fairly new, just made public about 3 months ago with the Google Slide.",that s one benefit and the second one is and this is fairly new just made public about 3 months ago with the google slide,,train,4.721000000000004,25,missing_npz
yuw1gcJuWUI-00:01:33.599-00:01:37.359,yuw1gcJuWUI,00:01:33.599,00:01:37.359,It s amazing how many different countries these people are coming from.,it s amazing how many different countries these people are coming from,,train,3.7600000000000193,12,missing_npz
yuw1gcJuWUI-00:01:32.120-00:01:33.599,yuw1gcJuWUI,00:01:32.120,00:01:33.599,We ve been meeting deaf people using different sign languages.,we ve been meeting deaf people using different sign languages,,train,1.478999999999985,10,missing_npz
yuw1gcJuWUI-00:01:22.640-00:01:24.359,yuw1gcJuWUI,00:01:22.640,00:01:24.359,Do you watch the Daily Moth?,do you watch the daily moth,,train,1.7190000000000083,6,missing_npz
yuw1gcJuWUI-00:01:18.879-00:01:20.879,yuw1gcJuWUI,00:01:18.879,00:01:20.879,Is it your first time at a WFD congress?,is it your first time at a wfd congress,,train,2.0,9,missing_npz
yuw1gcJuWUI-00:01:16.640-00:01:18.879,yuw1gcJuWUI,00:01:16.640,00:01:18.879,That s a long way from here!,that s a long way from here,,train,2.2390000000000043,7,missing_npz
yuw1gcJuWUI-00:01:14.400-00:01:16.640,yuw1gcJuWUI,00:01:14.400,00:01:16.640,The Philippines!,the philippines,,train,2.239999999999995,2,missing_npz
ZDKoHWIQLso-00:04:00.167-00:04:01.542,ZDKoHWIQLso,00:04:00.167,00:04:01.542,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.375,3,missing_npz
yuw1gcJuWUI-00:01:20.879-00:01:22.640,yuw1gcJuWUI,00:01:20.879,00:01:22.640,Yes!,yes,,train,1.7609999999999957,1,missing_npz
W5m8NDOi6V8-00:08:33.600-00:08:36.200,W5m8NDOi6V8,00:08:33.600,00:08:36.200,Coronavirus seems to have the opposite effect.,coronavirus seems to have the opposite effect,,train,2.6000000000000227,7,missing_npz
W5m8NDOi6V8-00:08:36.716-00:08:38.440,W5m8NDOi6V8,00:08:36.716,00:08:38.440,It s the other way.,it s the other way,,train,1.7240000000000464,5,missing_npz
Na_-154nSE0-00:01:54.347-00:01:57.718,Na_-154nSE0,00:01:54.347,00:01:57.718,Another big news story is here.,another big news story is here,,train,3.370999999999995,6,missing_npz
Na_-154nSE0-00:00:03.136-00:00:06.272,Na_-154nSE0,00:00:03.136,00:00:06.272,"It is Monday, June 29.","it is monday, june 29",,train,3.136,5,missing_npz
siK_sBUp3hY-00:01:59.719-00:02:01.587,siK_sBUp3hY,00:01:59.719,00:02:01.587,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.8680000000000088,3,missing_npz
rx5AScibUiQ-00:00:09.243-00:00:11.468,rx5AScibUiQ,00:00:09.243,00:00:11.468,Ready for the news?,ready for the news,,train,2.225,4,missing_npz
rx5AScibUiQ-00:00:06.131-00:00:09.243,rx5AScibUiQ,00:00:06.131,00:00:09.243,"It's Thursday, September 26.","it 's thursday, september 26",,train,3.112,5,missing_npz
rx5AScibUiQ-00:00:03.419-00:00:06.131,rx5AScibUiQ,00:00:03.419,00:00:06.131,"Hello, welcome to the Daily Moth.",hello welcome to the daily moth,,train,2.712,6,missing_npz
zjzzuNtuvM4-00:05:35.401-00:05:36.769,zjzzuNtuvM4,00:05:35.401,00:05:36.769,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.367999999999995,3,missing_npz
Na_-154nSE0-00:12:57.909-00:12:59.578,Na_-154nSE0,00:12:57.909,00:12:59.578,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.6689999999999827,3,missing_npz
Na_-154nSE0-00:12:54.907-00:12:57.909,Na_-154nSE0,00:12:54.907,00:12:57.909,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,3.0019999999999527,8,missing_npz
Na_-154nSE0-00:09:39.745-00:09:41.847,Na_-154nSE0,00:09:39.745,00:09:41.847,"Now, another news story.",now another news story,,train,2.1019999999999754,4,missing_npz
kdQ2a7hZXlo-00:07:03.720-00:07:07.040,kdQ2a7hZXlo,00:07:03.720,00:07:07.040,I ve gained more experience racing with deaf people.,i ve gained more experience racing with deaf people,,train,3.319999999999993,9,missing_npz
kdQ2a7hZXlo-00:07:01.439-00:07:03.720,kdQ2a7hZXlo,00:07:01.439,00:07:03.720,I feel good.,i feel good,,train,2.281000000000006,3,missing_npz
kdQ2a7hZXlo-00:06:05.600-00:06:09.105,kdQ2a7hZXlo,00:06:05.600,00:06:09.105,There was one tough part of the course: the downhill curve.,there was one tough part of the course the downhill curve,,train,3.5049999999999955,11,missing_npz
kdQ2a7hZXlo-00:05:36.879-00:05:42.600,kdQ2a7hZXlo,00:05:36.879,00:05:42.600,"American athlete, Christoper Smith, in red clothing will be competing.",american athlete christoper smith in red clothing will be competing,,train,5.721000000000004,10,missing_npz
kdQ2a7hZXlo-00:07:07.040-00:07:09.279,kdQ2a7hZXlo,00:07:07.040,00:07:09.279,It s my first time in  Deaflympics.,it s my first time in deaflympics,,train,2.238999999999976,7,missing_npz
W5m8NDOi6V8-00:10:23.506-00:10:26.120,W5m8NDOi6V8,00:10:23.506,00:10:26.120,Our thoughts are with you.,our thoughts are with you,,train,2.6140000000000327,5,missing_npz
W5m8NDOi6V8-00:10:12.440-00:10:14.440,W5m8NDOi6V8,00:10:12.440,00:10:14.440,The storm is coming.,the storm is coming,,train,2.0,4,missing_npz
W5m8NDOi6V8-00:10:10.919-00:10:12.440,W5m8NDOi6V8,00:10:10.919,00:10:12.440,We are ready.,we are ready,,train,1.521000000000072,3,missing_npz
W5m8NDOi6V8-00:10:03.679-00:10:10.919,W5m8NDOi6V8,00:10:03.679,00:10:10.919,This is a really exciting time in Emergency Medicine because we have an opportunity to help so many people.,this is a really exciting time in emergency medicine because we have an opportunity to help so many people,,train,7.240000000000009,19,missing_npz
W5m8NDOi6V8-00:10:00.320-00:10:03.679,W5m8NDOi6V8,00:10:00.320,00:10:03.679,"I know, and we all know what we signed up for.",i know and we all know what we signed up for,,train,3.358999999999924,11,missing_npz
W5m8NDOi6V8-00:09:46.399-00:09:50.840,W5m8NDOi6V8,00:09:46.399,00:09:50.840,"It's a really serious sacrifice, but I m really proud of the group.",it 's a really serious sacrifice but i m really proud of the group,,train,4.441000000000031,14,missing_npz
W5m8NDOi6V8-00:09:39.639-00:09:46.399,W5m8NDOi6V8,00:09:39.639,00:09:46.399,We make sacrifices by going to  work and possibly bringing disease to their family at home too.,we make sacrifices by going to work and possibly bringing disease to their family at home too,,train,6.759999999999991,17,missing_npz
W5m8NDOi6V8-00:09:24.879-00:09:29.399,W5m8NDOi6V8,00:09:24.879,00:09:29.399,"I know their nurses... really, it s a team support.",i know their nurses ... really it s a team support,,train,4.519999999999982,11,missing_npz
W5m8NDOi6V8-00:09:20.399-00:09:24.879,W5m8NDOi6V8,00:09:20.399,00:09:24.879,I'm really proud of the  University of Rochester s Emergency Department.,i 'm really proud of the university of rochester s emergency department,,train,4.480000000000018,12,missing_npz
W5m8NDOi6V8-00:08:42.440-00:08:46.879,W5m8NDOi6V8,00:08:42.440,00:08:46.879,We re really lucky for that.,we re really lucky for that,,train,4.4389999999999645,6,missing_npz
W5m8NDOi6V8-00:08:38.440-00:08:42.440,W5m8NDOi6V8,00:08:38.440,00:08:42.440,"It really impacts adults and  older people, but children seem to do all right.",it really impacts adults and older people but children seem to do all right,,train,4.0,14,missing_npz
kdQ2a7hZXlo-00:03:40.919-00:03:46.840,kdQ2a7hZXlo,00:03:40.919,00:03:46.840,"You two just finished a really  tough course, how do you two feel?",you two just finished a really tough course how do you two feel,,train,5.921000000000021,13,missing_npz
W5m8NDOi6V8-00:10:40.320-00:10:42.080,W5m8NDOi6V8,00:10:40.320,00:10:42.080,Keep healthy.,keep healthy,,train,1.759999999999991,2,missing_npz
W5m8NDOi6V8-00:10:35.559-00:10:37.080,W5m8NDOi6V8,00:10:35.559,00:10:37.080,"Stay healthy, too.",stay healthy too,,train,1.521000000000072,3,missing_npz
kdQ2a7hZXlo-00:10:22.120-00:10:24.639,kdQ2a7hZXlo,00:10:22.120,00:10:24.639,Only a few weekends.,only a few weekends,,train,2.519000000000005,4,missing_npz
31sHy2-FC70-00:00:11.499-00:00:13.166,31sHy2-FC70,00:00:11.499,00:00:13.166,Ready for news?,ready for news,,train,1.6669999999999998,3,missing_npz
kdQ2a7hZXlo-00:11:46.759-00:11:48.759,kdQ2a7hZXlo,00:11:46.759,00:11:48.759,I m from Russia.,i m from russia,,train,2.0,4,missing_npz
kdQ2a7hZXlo-00:11:38.000-00:11:40.533,kdQ2a7hZXlo,00:11:38.000,00:11:40.533,"Oh, so inspiring!",oh so inspiring,,train,2.5330000000000155,3,missing_npz
kdQ2a7hZXlo-00:11:35.399-00:11:38.000,kdQ2a7hZXlo,00:11:35.399,00:11:38.000,Was it inspiring?,was it inspiring,,train,2.600999999999999,3,missing_npz
kdQ2a7hZXlo-00:11:32.279-00:11:35.399,kdQ2a7hZXlo,00:11:32.279,00:11:35.399,How do you feel about the whole Deaflympics?,how do you feel about the whole deaflympics,,train,3.1200000000000045,8,missing_npz
kdQ2a7hZXlo-00:11:28.279-00:11:31.159,kdQ2a7hZXlo,00:11:28.279,00:11:31.159,Is this your first time coming to Deaflympics?,is this your first time coming to deaflympics,,train,2.8799999999999955,8,missing_npz
kdQ2a7hZXlo-00:11:23.279-00:11:25.600,kdQ2a7hZXlo,00:11:23.279,00:11:25.600,How are you feeling?,how are you feeling,,train,2.3210000000000264,4,missing_npz
kdQ2a7hZXlo-00:11:48.759-00:11:50.440,kdQ2a7hZXlo,00:11:48.759,00:11:50.440,I m from Finland.,i m from finland,,train,1.68100000000004,4,missing_npz
kdQ2a7hZXlo-00:11:20.279-00:11:23.279,kdQ2a7hZXlo,00:11:20.279,00:11:23.279,"Today, you watched your son ski down the slope.",today you watched your son ski down the slope,,train,3.0,9,missing_npz
kdQ2a7hZXlo-00:11:12.741-00:11:15.000,kdQ2a7hZXlo,00:11:12.741,00:11:15.000,I hope you do your best!,i hope you do your best,,train,2.2590000000000146,6,missing_npz
kdQ2a7hZXlo-00:10:53.360-00:10:57.360,kdQ2a7hZXlo,00:10:53.360,00:10:57.360,How did you get into skiing?,how did you get into skiing,,train,4.0,6,missing_npz
kdQ2a7hZXlo-00:11:15.000-00:11:20.279,kdQ2a7hZXlo,00:11:15.000,00:11:20.279,"This is Jakob s mother, Nikki  Wollan.",this is jakob s mother nikki wollan,,train,5.278999999999996,7,missing_npz
kdQ2a7hZXlo-00:11:50.440-00:11:52.440,kdQ2a7hZXlo,00:11:50.440,00:11:52.440,I m from China.,i m from china,,train,2.0,4,missing_npz
kdQ2a7hZXlo-00:11:52.440-00:11:56.320,kdQ2a7hZXlo,00:11:52.440,00:11:56.320,"It s my first time, I ve never had a medal until now.",it s my first time i ve never had a medal until now,,train,3.879999999999996,13,missing_npz
kdQ2a7hZXlo-00:11:56.320-00:11:57.919,kdQ2a7hZXlo,00:11:56.320,00:11:57.919,I m happy.,i m happy,,train,1.5989999999999327,3,missing_npz
kdQ2a7hZXlo-00:12:49.840-00:12:57.480,kdQ2a7hZXlo,00:12:49.840,00:12:57.480,"I was nervous inside, but I ve won and I m happy.",i was nervous inside but i ve won and i m happy,,train,7.639999999999986,12,missing_npz
kdQ2a7hZXlo-00:12:39.120-00:12:41.240,kdQ2a7hZXlo,00:12:39.120,00:12:41.240,It s your first one.,it s your first one,,train,2.1200000000000045,5,missing_npz
kdQ2a7hZXlo-00:12:36.679-00:12:39.120,kdQ2a7hZXlo,00:12:36.679,00:12:39.120,How does it feel to receive the medal?,how does it feel to receive the medal,,train,2.441000000000031,8,missing_npz
kdQ2a7hZXlo-00:12:28.903-00:12:31.144,kdQ2a7hZXlo,00:12:28.903,00:12:31.144,You re very talented.,you re very talented,,train,2.240999999999985,4,missing_npz
kdQ2a7hZXlo-00:12:25.840-00:12:27.759,kdQ2a7hZXlo,00:12:25.840,00:12:27.759,Yes.,yes,,train,1.9189999999999827,1,missing_npz
kdQ2a7hZXlo-00:12:24.519-00:12:25.840,kdQ2a7hZXlo,00:12:24.519,00:12:25.840,"Oh, eleven!",oh eleven,,train,1.3210000000000264,2,missing_npz
kdQ2a7hZXlo-00:12:21.840-00:12:23.240,kdQ2a7hZXlo,00:12:21.840,00:12:23.240,1 and 1?,1 and 1,,train,1.3999999999999773,3,missing_npz
kdQ2a7hZXlo-00:12:14.279-00:12:21.840,kdQ2a7hZXlo,00:12:14.279,00:12:21.840,I have a total of 11 gold  medals.,i have a total of 11 gold medals,,train,7.5610000000000355,8,missing_npz
kdQ2a7hZXlo-00:12:12.240-00:12:14.279,kdQ2a7hZXlo,00:12:12.240,00:12:14.279,Congratulations!,congratulations,,train,2.038999999999988,1,missing_npz
kdQ2a7hZXlo-00:12:06.240-00:12:12.240,kdQ2a7hZXlo,00:12:06.240,00:12:12.240,"I had my first yesterday, and now this is my  second one.",i had my first yesterday and now this is my second one,,train,6.0,12,missing_npz
kdQ2a7hZXlo-00:12:02.320-00:12:06.240,kdQ2a7hZXlo,00:12:02.320,00:12:06.240,Is it your first time  medaling?,is it your first time medaling,,train,3.919999999999959,6,missing_npz
kdQ2a7hZXlo-00:11:57.919-00:12:01.039,kdQ2a7hZXlo,00:11:57.919,00:12:01.039,I m happy but I m a little disappointed at her beating me so closely.,i m happy but i m a little disappointed at her beating me so closely,,train,3.1200000000000045,15,missing_npz
oC8_PahiMVs-00:04:38.144-00:04:40.312,oC8_PahiMVs,00:04:38.144,00:04:40.312,Thank you.,thank you,,train,2.1680000000000064,2,missing_npz
O_xWsa3Yd44-00:05:01.583-00:05:08.458,O_xWsa3Yd44,00:05:01.583,00:05:08.458,There are many other discussions on social media about subtitles.,there are many other discussions on social media about subtitles,,train,6.875,10,missing_npz
O_xWsa3Yd44-00:00:09.291-00:00:11.291,O_xWsa3Yd44,00:00:09.291,00:00:11.291,Ready for news?,ready for news,,train,2.0,3,missing_npz
ZUvXia29dR0-00:09:42.081-00:09:43.817,ZUvXia29dR0,00:09:42.081,00:09:43.817,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.73599999999999,3,missing_npz
ZUvXia29dR0-00:09:35.942-00:09:38.845,ZUvXia29dR0,00:09:35.942,00:09:38.845,Check out our Deaf News videos.,check out our deaf news videos,,train,2.90300000000002,6,missing_npz
ZUvXia29dR0-00:03:16.028-00:03:22.201,ZUvXia29dR0,00:03:16.028,00:03:22.201,The first storm is Marco.,the first storm is marco,,train,6.173000000000002,5,missing_npz
ZUvXia29dR0-00:09:38.845-00:09:42.081,ZUvXia29dR0,00:09:38.845,00:09:42.081,See you tomorrow and stay with the light!,see you tomorrow and stay with the light,,train,3.23599999999999,8,missing_npz
A7FKk2B10T8-00:03:34.347-00:03:41.121,A7FKk2B10T8,00:03:34.347,00:03:41.121,"Hello, I'm Sherry, the Vice-President of the Louisiana Association of the Deaf (LAD).",hello i 'm sherry the vice president of the louisiana association of the deaf lad,,train,6.774000000000001,15,missing_npz
A7FKk2B10T8-00:01:56.549-00:02:00.486,A7FKk2B10T8,00:01:56.549,00:02:00.486,"But with the third hurricane, it's completely gone and flat.",but with the third hurricane it 's completely gone and flat,,train,3.9369999999999976,11,missing_npz
A7FKk2B10T8-00:03:50.896-00:03:52.866,A7FKk2B10T8,00:03:50.896,00:03:52.866,It's a disaster there.,it 's a disaster there,,train,1.9699999999999704,5,missing_npz
A7FKk2B10T8-00:03:54.133-00:03:57.137,A7FKk2B10T8,00:03:54.133,00:03:57.137,I was personally a victim of Hurricane Katrina.,i was personally a victim of hurricane katrina,,train,3.0039999999999907,8,missing_npz
bpkFrbslLbU-00:00:10.140-00:00:12.458,bpkFrbslLbU,00:00:10.140,00:00:12.458,Ready for news?,ready for news,,train,2.318,3,missing_npz
A7FKk2B10T8-00:04:52.492-00:04:53.959,A7FKk2B10T8,00:04:52.492,00:04:53.959,Captioned by aslcaptions.com,captioned by aslcaptions.com,,train,1.4669999999999843,3,missing_npz
A7FKk2B10T8-00:04:35.175-00:04:37.511,A7FKk2B10T8,00:04:35.175,00:04:37.511,Thank you for your support.,thank you for your support,,train,2.3360000000000127,5,missing_npz
A7FKk2B10T8-00:04:23.730-00:04:26.632,A7FKk2B10T8,00:04:23.730,00:04:26.632,"FEMA does work slowly, but it's better now.",fema does work slowly but it 's better now,,train,2.901999999999987,9,missing_npz
A7FKk2B10T8-00:04:15.521-00:04:18.057,A7FKk2B10T8,00:04:15.521,00:04:18.057,Please support us!,please support us,,train,2.5360000000000014,3,missing_npz
A7FKk2B10T8-00:04:01.974-00:04:08.215,A7FKk2B10T8,00:04:01.974,00:04:08.215,So now I am stepping in to quickly help our community with whatever they need.,so now i am stepping in to quickly help our community with whatever they need,,train,6.241000000000014,15,missing_npz
ZUvXia29dR0-00:00:12.311-00:00:16.449,ZUvXia29dR0,00:00:12.311,00:00:16.449,"Today is Monday, August 24.","today is monday, august 24",,train,4.138000000000002,5,missing_npz
nv44-7RHbXI-00:00:03.419-00:00:06.339,nv44-7RHbXI,00:00:03.419,00:00:06.339,"Hello, welcome to the Daily Moth.",hello welcome to the daily moth,,train,2.9200000000000004,6,missing_npz
VHvvbpwj_qM-00:05:39.372-00:05:41.908,VHvvbpwj_qM,00:05:39.372,00:05:41.908,I will see you next time.,i will see you next time,,train,2.5360000000000014,6,missing_npz
