vid	yid	start	end	text	duration_sec	word_count	split	keypoint_path	n_frames
mZr-T0Ci2EY-00:02:16.039-00:02:18.300	mZr-T0Ci2EY	00:02:16.039	00:02:18.300	Some cases have one plaintiff.	2.261000000000024	5	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\mZr-T0Ci2EY-00-02-16.039-00-02-18.300.npz	45
vTK8_T76BfE-00:00:16.320-00:00:19.980	vTK8_T76BfE	00:00:16.320	00:00:19.980	The NAD opposes the collection of personal information.	3.66	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vTK8_T76BfE-00-00-16.320-00-00-19.980.npz	73
vTK8_T76BfE-00:00:14.279-00:00:16.320	vTK8_T76BfE	00:00:14.279	00:00:16.320	You are not alone.	2.0410000000000004	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vTK8_T76BfE-00-00-14.279-00-00-16.320.npz	41
vTK8_T76BfE-00:00:33.100-00:00:39.280	vTK8_T76BfE	00:00:33.100	00:00:39.280	The FCC is requiring this because of fraud.	6.18	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vTK8_T76BfE-00-00-33.100-00-00-39.280.npz	124
vKTkxuH_O9k-00:02:34.780-00:02:40.800	vKTkxuH_O9k	00:02:34.780	00:02:40.800	I often wonder how they lived their lives and put up with many things before coming here.	6.02000000000001	17	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-02-34.780-00-02-40.800.npz	120
vKTkxuH_O9k-00:02:09.460-00:02:15.919	vKTkxuH_O9k	00:02:09.460	00:02:15.919	As a Black Deaf therapist, my goal is to connect with the Black Deaf community here.	6.459000000000003	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-02-09.460-00-02-15.919.npz	129
vKTkxuH_O9k-00:02:05.379-00:02:09.460	vKTkxuH_O9k	00:02:05.379	00:02:09.460	This led to them not telling anyone and holding it all inside.	4.081000000000003	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-02-05.379-00-02-09.460.npz	82
vKTkxuH_O9k-00:02:01.340-00:02:05.359	vKTkxuH_O9k	00:02:01.340	00:02:05.359	They ll often go to church or they re usually told to go see their pastor.	4.018999999999991	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-02-01.340-00-02-05.359.npz	80
vKTkxuH_O9k-00:01:53.780-00:02:01.340	vKTkxuH_O9k	00:01:53.780	00:02:01.340	The stigma is also very real, for black people in general -- they tend to never share their dirty secrets.	7.560000000000002	20	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-01-53.780-00-02-01.340.npz	151
vKTkxuH_O9k-00:01:39.760-00:01:44.900	vKTkxuH_O9k	00:01:39.760	00:01:44.900	For many years the Deaf Wellness Center has always had white therapists.	5.140000000000015	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-01-39.760-00-01-44.900.npz	103
vKTkxuH_O9k-00:01:29.459-00:01:31.180	vKTkxuH_O9k	00:01:29.459	00:01:31.180	It s okay to talk about sex.	1.7210000000000036	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-01-29.459-00-01-31.180.npz	34
vKTkxuH_O9k-00:01:26.739-00:01:29.459	vKTkxuH_O9k	00:01:26.739	00:01:29.459	People freak out when the topic comes up!	2.719999999999999	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-01-26.739-00-01-29.459.npz	54
vKTkxuH_O9k-00:01:22.980-00:01:26.719	vKTkxuH_O9k	00:01:22.980	00:01:26.719	Sex is still considered a taboo topic in almost everywhere.	3.73899999999999	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-01-22.980-00-01-26.719.npz	75
vTK8_T76BfE-00:00:39.280-00:00:46.000	vTK8_T76BfE	00:00:39.280	00:00:46.000	NAD and other allies pointed out that not everyone has a SSN.	6.719999999999999	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vTK8_T76BfE-00-00-39.280-00-00-46.000.npz	134
vTK8_T76BfE-00:00:57.939-00:01:03.640	vTK8_T76BfE	00:00:57.939	00:01:03.640	Again, only those who do not have a SSN can provide other forms of identification.	5.7010000000000005	15	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vTK8_T76BfE-00-00-57.939-00-01-03.640.npz	114
516tEw1UjsQ-00:01:07.319-00:01:10.439	516tEw1UjsQ	00:01:07.319	00:01:10.439	The Conference website will be released soon!	3.1199999999999903	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\516tEw1UjsQ-00-01-07.319-00-01-10.439.npz	62
516tEw1UjsQ-00:01:04.620-00:01:07.319	516tEw1UjsQ	00:01:04.620	00:01:07.319	The NAD Biennial Conference is coming to Phoenix, Arizona!	2.698999999999998	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\516tEw1UjsQ-00-01-04.620-00-01-07.319.npz	54
516tEw1UjsQ-00:00:55.060-00:00:59.039	516tEw1UjsQ	00:00:55.060	00:00:59.039	To get updates, please go to the NAD Region III Facebook page, okay?	3.978999999999999	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\516tEw1UjsQ-00-00-55.060-00-00-59.039.npz	80
516tEw1UjsQ-00:00:50.820-00:00:55.060	516tEw1UjsQ	00:00:50.820	00:00:55.060	It's important for the NAD to work with the State Associations.	4.240000000000002	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\516tEw1UjsQ-00-00-50.820-00-00-55.060.npz	85
516tEw1UjsQ-00:00:43.759-00:00:50.820	516tEw1UjsQ	00:00:43.759	00:00:50.820	Now, for 2016... For 2016, the NAD continues to support legislative efforts for the states.	7.061	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\516tEw1UjsQ-00-00-43.759-00-00-50.820.npz	141
vTK8_T76BfE-00:01:22.640-00:01:27.500	vTK8_T76BfE	00:01:22.640	00:01:27.500	The NAD is working on convincing the FCC to change this policy.	4.859999999999999	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vTK8_T76BfE-00-01-22.640-00-01-27.500.npz	97
vTK8_T76BfE-00:01:03.640-00:01:07.680	vTK8_T76BfE	00:01:03.640	00:01:07.680	If you do have an SSN, you must provide that.	4.040000000000006	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vTK8_T76BfE-00-01-03.640-00-01-07.680.npz	81
vKTkxuH_O9k-00:00:35.299-00:00:37.500	vKTkxuH_O9k	00:00:35.299	00:00:37.500	I d often collect research and bring it back to the group.	2.2010000000000005	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-00-35.299-00-00-37.500.npz	44
adrVgFAsLio-00:00:04.799-00:00:12.313	adrVgFAsLio	00:00:04.799	00:00:12.313	The NAD has been tremendously fortunate to have a remarkable team of talented, hard-working attorneys over the years.	7.514	19	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-00-04.799-00-00-12.313.npz	150
4suOE3IbJxA-00:00:54.162-00:00:57.563	4suOE3IbJxA	00:00:54.162	00:00:57.563	You can see all six components on our website.	3.401000000000004	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-54.162-00-00-57.563.npz	68
4suOE3IbJxA-00:00:51.145-00:00:54.145	4suOE3IbJxA	00:00:51.145	00:00:54.145	And the sixth component is the Agreement Forms; there will be different forms to sign.	3.0	15	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-51.145-00-00-54.145.npz	60
4suOE3IbJxA-00:00:46.109-00:00:51.109	4suOE3IbJxA	00:00:46.109	00:00:51.109	Fifth is the Application Information where you fill out different information about yourself on an online application.	5.0	17	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-46.109-00-00-51.109.npz	100
4suOE3IbJxA-00:00:41.097-00:00:46.097	4suOE3IbJxA	00:00:41.097	00:00:46.097	Fifth is the Professional Code of Conduct; it lists guidelines on what is appropriate.	5.0	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-41.097-00-00-46.097.npz	100
4suOE3IbJxA-00:00:36.064-00:00:41.064	4suOE3IbJxA	00:00:36.064	00:00:41.064	The third component is the Timeline; the competition schedule that contestants will go through, including all five rounds.	5.0	18	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-36.064-00-00-41.064.npz	100
adrVgFAsLio-00:00:41.740-00:00:49.240	adrVgFAsLio	00:00:41.740	00:00:49.240	Karen Peltz Strauss, is the Deputy Bureau Chief of the Consumer and Government Affairs Bureau at the FCC.	7.5	18	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-00-41.740-00-00-49.240.npz	150
4suOE3IbJxA-00:00:31.602-00:00:36.002	4suOE3IbJxA	00:00:31.602	00:00:36.002	Second, Eligibility Requirements -- contestants must meet all the requirements before entering the program.	4.400000000000002	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-31.602-00-00-36.002.npz	88
4suOE3IbJxA-00:00:24.550-00:00:29.439	4suOE3IbJxA	00:00:24.550	00:00:29.439	The YAP application has six components: First, what does it mean to be a Youth Ambassador of the NAD?	4.888999999999999	19	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-24.550-00-00-29.439.npz	98
4suOE3IbJxA-00:00:22.850-00:00:24.303	4suOE3IbJxA	00:00:22.850	00:00:24.303	Let me briefly explain.	1.4529999999999994	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-22.850-00-00-24.303.npz	29
4suOE3IbJxA-00:00:19.216-00:00:22.216	4suOE3IbJxA	00:00:19.216	00:00:22.216	We are excited to announce that the YAP application is now available online.	3.0	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-19.216-00-00-22.216.npz	60
4suOE3IbJxA-00:00:16.501-00:00:19.202	4suOE3IbJxA	00:00:16.501	00:00:19.202	We are looking for young (18-30 years old) leaders!	2.7010000000000005	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-16.501-00-00-19.202.npz	54
4suOE3IbJxA-00:00:11.445-00:00:16.445	4suOE3IbJxA	00:00:11.445	00:00:16.445	The NAD YAP is the NAD Youth Ambassador Program.	5.0	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-11.445-00-00-16.445.npz	100
mZr-T0Ci2EY-00:02:33.699-00:02:37.919	mZr-T0Ci2EY	00:02:33.699	00:02:37.919	This does not stop the NAD, which will fight until we accomplish access in jails and prisons all over the country.	4.21999999999997	21	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\mZr-T0Ci2EY-00-02-33.699-00-02-37.919.npz	84
mZr-T0Ci2EY-00:02:28.879-00:02:33.699	mZr-T0Ci2EY	00:02:28.879	00:02:33.699	However, it is important to realize that the legal system makes it extremely hard to fight jail/prisons.	4.820000000000022	18	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\mZr-T0Ci2EY-00-02-28.879-00-02-33.699.npz	96
4suOE3IbJxA-00:00:29.439-00:00:31.588	4suOE3IbJxA	00:00:29.439	00:00:31.588	This document is all about role expectations.	2.149000000000001	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\4suOE3IbJxA-00-00-29.439-00-00-31.588.npz	43
vKTkxuH_O9k-00:00:37.500-00:00:39.979	vKTkxuH_O9k	00:00:37.500	00:00:39.979	That was how I discovered my calling.	2.478999999999999	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-00-37.500-00-00-39.979.npz	50
adrVgFAsLio-00:00:49.240-00:00:56.299	adrVgFAsLio	00:00:49.240	00:00:56.299	Former legal director Rosaline Crawford and former staff attorney Suzy Rosen are also at the FCC.	7.0589999999999975	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-00-49.240-00-00-56.299.npz	141
vKTkxuH_O9k-00:00:08.039-00:00:10.419	vKTkxuH_O9k	00:00:08.039	00:00:10.419	One day we were sitting in a circle and just chatting about this and that while drinking tea.	2.380000000000001	18	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-00-08.039-00-00-10.419.npz	48
vKTkxuH_O9k-00:00:06.099-00:00:08.039	vKTkxuH_O9k	00:00:06.099	00:00:08.039	I was a young mother at the time.	1.9399999999999995	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-00-06.099-00-00-08.039.npz	39
vKTkxuH_O9k-00:00:04.440-00:00:06.099	vKTkxuH_O9k	00:00:04.440	00:00:06.099	There was just five of us really.	1.6589999999999998	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-00-04.440-00-00-06.099.npz	33
vKTkxuH_O9k-00:00:00.240-00:00:04.440	vKTkxuH_O9k	00:00:00.240	00:00:04.440	We had established an informal tea group gathering of young Black Deaf mothers.	4.2	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\vKTkxuH_O9k-00-00-00.240-00-00-04.440.npz	84
adrVgFAsLio-00:03:42.240-00:03:48.539	adrVgFAsLio	00:03:42.240	00:03:48.539	The NAD is deeply grateful to these individuals and their work in advancing the rights of deaf and hard of hearing individuals.	6.298999999999978	22	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-03-42.240-00-03-48.539.npz	126
adrVgFAsLio-00:03:37.060-00:03:42.240	adrVgFAsLio	00:03:37.060	00:03:42.240	She also runs a civil rights clinic there.	5.180000000000007	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-03-37.060-00-03-42.240.npz	104
adrVgFAsLio-00:03:09.400-00:03:16.599	adrVgFAsLio	00:03:09.400	00:03:16.599	Sarah Geer left the NAD to pursue her dream of teaching English as a Second Language.	7.198999999999984	16	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-03-09.400-00-03-16.599.npz	144
adrVgFAsLio-00:03:03.639-00:03:09.400	adrVgFAsLio	00:03:03.639	00:03:09.400	Other former NAD attorneys have gone into teaching.	5.760999999999996	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-03-03.639-00-03-09.400.npz	115
adrVgFAsLio-00:02:08.919-00:02:14.054	adrVgFAsLio	00:02:08.919	00:02:14.054	Kelby Brick has started his own ADA consulting firm.	5.134999999999991	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-02-08.919-00-02-14.054.npz	103
adrVgFAsLio-00:01:32.406-00:01:37.799	adrVgFAsLio	00:01:32.406	00:01:37.799	Four other NAD attorneys have gone on to start their own businesses as consultants or private attorneys.	5.393000000000001	17	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-01-32.406-00-01-37.799.npz	108
adrVgFAsLio-00:03:16.599-00:03:23.080	adrVgFAsLio	00:03:16.599	00:03:23.080	She actually worked at the NAD for many years before becoming an ESL teacher.	6.4809999999999945	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\adrVgFAsLio-00-03-16.599-00-03-23.080.npz	130
fdYayrt6iCA-00:07:14.800-00:07:20.319	fdYayrt6iCA	00:07:14.800	00:07:20.319	For Target and Best Buy, your deadline is Friday.	5.5190000000000055	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\fdYayrt6iCA-00-07-14.800-00-07-20.319.npz	110
fdYayrt6iCA-00:07:30.540-00:07:36.339	fdYayrt6iCA	00:07:30.540	00:07:36.339	For Amazon, if you're a prime member, you've got until Sunday.	5.798999999999978	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\fdYayrt6iCA-00-07-30.540-00-07-36.339.npz	116
Xvim3Ly-h8Q-00:08:12.899-00:08:19.459	Xvim3Ly-h8Q	00:08:12.899	00:08:19.459	For a family in pain, the warm holiday spirit is comforting.	6.560000000000002	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-08-12.899-00-08-19.459.npz	131
Xvim3Ly-h8Q-00:08:06.339-00:08:12.899	Xvim3Ly-h8Q	00:08:06.339	00:08:12.899	Santa Claus even made a special early delivery for Brody.	6.560000000000002	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-08-06.339-00-08-12.899.npz	131
Xvim3Ly-h8Q-00:07:12.160-00:07:18.939	Xvim3Ly-h8Q	00:07:12.160	00:07:18.939	It has since become a support network for the victims.	6.778999999999996	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-07-12.160-00-07-18.939.npz	136
Xvim3Ly-h8Q-00:06:53.439-00:07:00.809	Xvim3Ly-h8Q	00:06:53.439	00:07:00.809	Seventy-two people died last year as flames engulfed the West London tower.	7.370000000000003	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-06-53.439-00-07-00.809.npz	147
Xvim3Ly-h8Q-00:05:54.079-00:06:00.019	Xvim3Ly-h8Q	00:05:54.079	00:06:00.019	It says it hasn't made any decisions about using it in Coke products.	5.939999999999998	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-05-54.079-00-06-00.019.npz	119
Xvim3Ly-h8Q-00:05:25.160-00:05:32.160	Xvim3Ly-h8Q	00:05:25.160	00:05:32.160	Coke says it's an ingredient that could gain ground in wellness beverages globally.	6.999999999999943	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-05-25.160-00-05-32.160.npz	140
Xvim3Ly-h8Q-00:05:18.420-00:05:25.160	Xvim3Ly-h8Q	00:05:18.420	00:05:25.160	That's a non-psychoactive ingredient derived from marijuana.	6.740000000000009	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-05-18.420-00-05-25.160.npz	135
Xvim3Ly-h8Q-00:08:42.019-00:08:49.320	Xvim3Ly-h8Q	00:08:42.019	00:08:49.320	Tomorrow is National Cheeseburger Day and restaurants all over the country are offering deals.	7.301000000000045	14	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-08-42.019-00-08-49.320.npz	146
fxWUS2_M1zI-00:01:08.260-00:01:15.959	fxWUS2_M1zI	00:01:08.260	00:01:15.959	The plan also includes another round of a paycheck protection program for struggling small businesses.	7.698999999999998	15	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\fxWUS2_M1zI-00-01-08.260-00-01-15.959.npz	154
fxWUS2_M1zI-00:00:08.759-00:00:12.099	fxWUS2_M1zI	00:00:08.759	00:00:12.099	Welcome to Sign1News live.	3.34	4	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\fxWUS2_M1zI-00-00-08.759-00-00-12.099.npz	67
fxWUS2_M1zI-00:00:07.120-00:00:08.759	fxWUS2_M1zI	00:00:07.120	00:00:08.759	Hello everyone.	1.6390000000000002	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\fxWUS2_M1zI-00-00-07.120-00-00-08.759.npz	33
Xvim3Ly-h8Q-00:10:01.200-00:10:02.679	Xvim3Ly-h8Q	00:10:01.200	00:10:02.679	Sign1News.	1.478999999999928	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-10-01.200-00-10-02.679.npz	30
Xvim3Ly-h8Q-00:09:57.600-00:10:01.200	Xvim3Ly-h8Q	00:09:57.600	00:10:01.200	Remember to like us on Facebook and follow us on Twitter.	3.6000000000000227	11	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-09-57.600-00-10-01.200.npz	72
Xvim3Ly-h8Q-00:09:55.159-00:09:57.600	Xvim3Ly-h8Q	00:09:55.159	00:09:57.600	Thank you for watching Sign1News.	2.441000000000031	5	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-09-55.159-00-09-57.600.npz	49
Xvim3Ly-h8Q-00:09:51.820-00:09:54.220	Xvim3Ly-h8Q	00:09:51.820	00:09:54.220	And those are your top stories for today.	2.3999999999999773	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-09-51.820-00-09-54.220.npz	48
Xvim3Ly-h8Q-00:09:16.070-00:09:21.679	Xvim3Ly-h8Q	00:09:16.070	00:09:21.679	They're giving away a free Dave's single with any purchase.	5.608999999999924	12	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-09-16.070-00-09-21.679.npz	112
Xvim3Ly-h8Q-00:10:03.960-00:10:06.940	Xvim3Ly-h8Q	00:10:03.960	00:10:06.940	Your language.	2.980000000000018	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-10-03.960-00-10-06.940.npz	60
Xvim3Ly-h8Q-00:03:56.180-00:03:59.199	Xvim3Ly-h8Q	00:03:56.180	00:03:59.199	The storm has now claimed the lives of 20 people.	3.019000000000005	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-03-56.180-00-03-59.199.npz	60
Xvim3Ly-h8Q-00:00:28.519-00:00:32.079	Xvim3Ly-h8Q	00:00:28.519	00:00:32.079	Let me give you the background of the case.	3.5600000000000023	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-00-28.519-00-00-32.079.npz	71
Xvim3Ly-h8Q-00:00:12.160-00:00:14.240	Xvim3Ly-h8Q	00:00:12.160	00:00:14.240	Here are your top stories for today.	2.08	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-00-12.160-00-00-14.240.npz	42
Xvim3Ly-h8Q-00:00:09.619-00:00:11.080	Xvim3Ly-h8Q	00:00:09.619	00:00:11.080	Welcome to Sign1News.	1.4610000000000003	3	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-00-09.619-00-00-11.080.npz	29
Xvim3Ly-h8Q-00:00:08.019-00:00:09.619	Xvim3Ly-h8Q	00:00:08.019	00:00:09.619	Hello everyone.	1.5999999999999996	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-00-08.019-00-00-09.619.npz	32
IMd4o6zmSZY-00:10:49.509-00:10:51.186	IMd4o6zmSZY	00:10:49.509	00:10:51.186	Your life.	1.677000000000021	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\IMd4o6zmSZY-00-10-49.509-00-10-51.186.npz	34
IMd4o6zmSZY-00:10:47.899-00:10:49.510	IMd4o6zmSZY	00:10:47.899	00:10:49.510	Sign1News.	1.61099999999999	1	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\IMd4o6zmSZY-00-10-47.899-00-10-49.510.npz	32
IMd4o6zmSZY-00:10:36.299-00:10:38.730	IMd4o6zmSZY	00:10:36.299	00:10:38.730	Thank you for watching Sign1News live.	2.43100000000004	6	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\IMd4o6zmSZY-00-10-36.299-00-10-38.730.npz	49
IMd4o6zmSZY-00:10:33.320-00:10:35.039	IMd4o6zmSZY	00:10:33.320	00:10:35.039	And those your top stories for today.	1.7189999999999372	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\IMd4o6zmSZY-00-10-33.320-00-10-35.039.npz	34
IMd4o6zmSZY-00:10:25.328-00:10:30.259	IMd4o6zmSZY	00:10:25.328	00:10:30.259	"And until we meet again, God bless and goodbye."""	4.93100000000004	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\IMd4o6zmSZY-00-10-25.328-00-10-30.259.npz	99
IMd4o6zmSZY-00:10:51.186-00:10:53.700	IMd4o6zmSZY	00:10:51.186	00:10:53.700	Your language.	2.51400000000001	2	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\IMd4o6zmSZY-00-10-51.186-00-10-53.700.npz	50
Xvim3Ly-h8Q-00:02:16.259-00:02:22.039	Xvim3Ly-h8Q	00:02:16.259	00:02:22.039	I had a chance to interview other people in the courtroom who witnessed the proceedings.	5.779999999999973	15	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-02-16.259-00-02-22.039.npz	116
Xvim3Ly-h8Q-00:03:37.520-00:03:44.240	Xvim3Ly-h8Q	00:03:37.520	00:03:44.240	Hurricane Florence made landfall in the Carolinas three days ago.	6.719999999999999	10	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-03-37.520-00-03-44.240.npz	134
Xvim3Ly-h8Q-00:03:33.180-00:03:36.860	Xvim3Ly-h8Q	00:03:33.180	00:03:36.860	We need to have serious, focused long-term discussions.	3.680000000000007	9	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-03-33.180-00-03-36.860.npz	74
Xvim3Ly-h8Q-00:03:15.400-00:03:21.180	Xvim3Ly-h8Q	00:03:15.400	00:03:21.180	Just like Rome wasn't built in a day, the same applies here.	5.780000000000001	13	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-03-15.400-00-03-21.180.npz	116
Xvim3Ly-h8Q-00:03:12.460-00:03:15.400	Xvim3Ly-h8Q	00:03:12.460	00:03:15.400	It can't be solved in one day.	2.9399999999999977	8	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-03-12.460-00-03-15.400.npz	59
Xvim3Ly-h8Q-00:03:05.300-00:03:07.740	Xvim3Ly-h8Q	00:03:05.300	00:03:07.740	They are only making excuses and lying.	2.4399999999999977	7	train	C:\My Projects\sign-language-bridge\data\openasl_keypoints_preprocessed\train\Xvim3Ly-h8Q-00-03-05.300-00-03-07.740.npz	49
