vid	yid	start	end	raw-text	tokenized-text	gloss	split	duration_sec	word_count
ggouMQubrPo-00:11:14.255-00:11:19.052	ggouMQubrPo	00:11:14.255	00:11:19.052	He said hate has no place in America.	he said hate has no place in america		train	4.7970000000000255	8
ggouMQubrPo-00:13:11.831-00:13:18.714	ggouMQubrPo	00:13:11.831	00:13:18.714	"Beto said, ""members of the press, what the f--?"""	beto said members of the press what the f--		train	6.8829999999999245	9
ggouMQubrPo-00:10:09.774-00:10:16.072	ggouMQubrPo	00:10:09.774	00:10:16.072	Previous reports said there were three citizens, but that number has been updated to seven.	previous reports said there were three citizens but that number has been updated to seven		train	6.298000000000002	15
ggouMQubrPo-00:10:04.061-00:10:09.774	ggouMQubrPo	00:10:04.061	00:10:09.774	Seven Mexican citizens died in the shooting.	seven mexican citizens died in the shooting		train	5.712999999999965	7
ggouMQubrPo-00:09:06.546-00:09:12.217	ggouMQubrPo	00:09:06.546	00:09:12.217	Not all of the names and identities of the victims have been released.	not all of the names and identities of the victims have been released		train	5.670999999999935	13
ggouMQubrPo-00:08:58.995-00:09:06.546	ggouMQubrPo	00:08:58.995	00:09:06.546	He traveled to El Paso, a border town, from the Dallas area.	he traveled to el paso a border town from the dallas area		train	7.551000000000045	12
ggouMQubrPo-00:17:53.070-00:17:58.826	ggouMQubrPo	00:17:53.070	00:17:58.826	Another 23-year-old man was shot while he was in a car.	another 23-year-old man was shot while he was in a car		train	5.7560000000000855	11
ggouMQubrPo-00:17:37.138-00:17:44.020	ggouMQubrPo	00:17:37.138	00:17:44.020	There was another shooting between two different groups that injured seven people.	there was another shooting between two different groups that injured seven people		train	6.882000000000062	12
ggouMQubrPo-00:17:12.530-00:17:15.034	ggouMQubrPo	00:17:12.530	00:17:15.034	7 people died.	7 people died		train	2.504000000000133	3
ggouMQubrPo-00:16:33.783-00:16:40.874	ggouMQubrPo	00:16:33.783	00:16:40.874	She later deleted the post, but many saw it and took screenshots of it.	she later deleted the post but many saw it and took screenshots of it		train	7.091000000000008	14
ggouMQubrPo-00:08:10.113-00:08:16.661	ggouMQubrPo	00:08:10.113	00:08:16.661	Now here are updates on the El Paso Walmart shooting.	now here are updates on the el paso walmart shooting		train	6.548000000000002	10
ggouMQubrPo-00:03:10.731-00:03:15.152	ggouMQubrPo	00:03:10.731	00:03:15.152	It is possible that he stopped shooting because he ran out of ammo.	it is possible that he stopped shooting because he ran out of ammo		train	4.420999999999992	13
ggouMQubrPo-00:03:05.393-00:03:10.731	ggouMQubrPo	00:03:05.393	00:03:10.731	Pictures and videos show victims both outside and inside of the store.	pictures and videos show victims both outside and inside of the store		train	5.337999999999994	12
ggouMQubrPo-00:02:47.082-00:02:51.587	ggouMQubrPo	00:02:47.082	00:02:51.587	The suspect was in custody about noon.	the suspect was in custody about noon		train	4.504999999999996	7
ggouMQubrPo-00:02:31.008-00:02:35.280	ggouMQubrPo	00:02:31.008	00:02:35.280	It took police six minutes to arrive.	it took police six minutes to arrive		train	4.271999999999991	7
ggouMQubrPo-00:02:27.187-00:02:31.008	ggouMQubrPo	00:02:27.187	00:02:31.008	The shooting started at 10:39 a.m.	the shooting started at 10:39 a.m.		train	3.820999999999998	6
ggouMQubrPo-00:01:37.334-00:01:41.683	ggouMQubrPo	00:01:37.334	00:01:41.683	He used what appears to be an AK-47 type rifle.	he used what appears to be an ak-47 type rifle		train	4.3489999999999895	10
ggouMQubrPo-00:01:34.343-00:01:37.334	ggouMQubrPo	00:01:34.343	00:01:37.334	He was arrested without incident.	he was arrested without incident		train	2.991	5
ggouMQubrPo-00:01:30.441-00:01:34.343	ggouMQubrPo	00:01:30.441	00:01:34.343	His name is Patrick Crusius.	his name is patrick crusius		train	3.902000000000001	5
ggouMQubrPo-00:01:14.573-00:01:21.831	ggouMQubrPo	00:01:14.573	00:01:21.831	El Paso is a border town that is popular with Mexican shoppers.	el paso is a border town that is popular with mexican shoppers		train	7.257999999999996	12
ggouMQubrPo-00:01:07.816-00:01:14.573	ggouMQubrPo	00:01:07.816	00:01:14.573	Most of those who died were Americans, but at least three were Mexican citizens.	most of those who died were americans but at least three were mexican citizens		train	6.757000000000005	14
ggouMQubrPo-00:08:04.567-00:08:10.113	ggouMQubrPo	00:08:04.567	00:08:10.113	Betts lived with his parents in Dayton.	betts lived with his parents in dayton		train	5.545999999999992	7
ggouMQubrPo-00:07:44.422-00:07:50.552	ggouMQubrPo	00:07:44.422	00:07:50.552	It is not known what Betts' motive was.	it is not known what betts motive was		train	6.129999999999996	8
ggouMQubrPo-00:07:12.557-00:07:19.146	ggouMQubrPo	00:07:12.557	00:07:19.146	Six of them were black individuals, while the other three, including the sister, were white.	six of them were black individuals while the other three including the sister were white		train	6.588999999999999	15
ggouMQubrPo-00:07:05.507-00:07:12.557	ggouMQubrPo	00:07:05.507	00:07:12.557	Police said the other 8 victims' ages ranged from 25 to 57.	police said the other 8 victims ages ranged from 25 to 57		train	7.050000000000011	12
ggouMQubrPo-00:06:47.072-00:06:53.413	ggouMQubrPo	00:06:47.072	00:06:53.413	Police officers said they shot and killed Betts within 30 seconds.	police officers said they shot and killed betts within 30 seconds		train	6.341000000000008	11
ggouMQubrPo-00:05:48.805-00:05:56.646	ggouMQubrPo	00:05:48.805	00:05:56.646	The Dayton gunman's name is Connor Betts (24).	the dayton gunman 's name is connor betts 24		train	7.841000000000008	9
ggouMQubrPo-00:05:04.928-00:05:09.475	ggouMQubrPo	00:05:04.928	00:05:09.475	The Mexican president also gave out condolences for those who died.	the mexican president also gave out condolences for those who died		train	4.5470000000000255	11
ggouMQubrPo-00:04:30.060-00:04:34.774	ggouMQubrPo	00:04:30.060	00:04:34.774	Three people died when a 19-year-old shooter opened fire.	three people died when a 19-year-old shooter opened fire		train	4.713999999999999	9
T6YFwhrRwh0-00:11:06.231-00:11:09.335	T6YFwhrRwh0	00:11:06.231	00:11:09.335	I tried karaoke before.	i tried karaoke before		train	3.104000000000042	4
T6YFwhrRwh0-00:01:33.293-00:01:38.597	T6YFwhrRwh0	00:01:33.293	00:01:38.597	Then age 21 I had two surgeries on my head.	then age 21 i had two surgeries on my head		train	5.304000000000002	10
T6YFwhrRwh0-00:01:31.558-00:01:33.293	T6YFwhrRwh0	00:01:31.558	00:01:33.293	I had full hearing.	i had full hearing		train	1.7350000000000136	4
T6YFwhrRwh0-00:01:27.954-00:01:31.558	T6YFwhrRwh0	00:01:27.954	00:01:31.558	I was not hard-of-hearing.	i was not hard of hearing		train	3.603999999999985	6
T6YFwhrRwh0-00:01:24.317-00:01:27.954	T6YFwhrRwh0	00:01:24.317	00:01:27.954	There was nothing wrong with my hearing, it was normal.	there was nothing wrong with my hearing it was normal		train	3.637000000000001	10
T6YFwhrRwh0-00:01:21.614-00:01:24.317	T6YFwhrRwh0	00:01:21.614	00:01:24.317	I grew up with full hearing.	i grew up with full hearing		train	2.703000000000003	6
T6YFwhrRwh0-00:01:14.441-00:01:21.614	T6YFwhrRwh0	00:01:14.441	00:01:21.614	I was born and raised in California in a city named Fresno.	i was born and raised in california in a city named fresno		train	7.173000000000002	12
T6YFwhrRwh0-00:01:11.837-00:01:14.441	T6YFwhrRwh0	00:01:11.837	00:01:14.441	Sure, my name is Ken Arcia.	sure my name is ken arcia		train	2.603999999999999	6
T6YFwhrRwh0-00:01:07.200-00:01:11.837	T6YFwhrRwh0	00:01:07.200	00:01:11.837	Do you mind explaining a little about yourself and who you are?	do you mind explaining a little about yourself and who you are		train	4.6370000000000005	12
T6YFwhrRwh0-00:01:03.963-00:01:07.200	T6YFwhrRwh0	00:01:03.963	00:01:07.200	I'm happy you are here with us.	i 'm happy you are here with us		train	3.237000000000002	8
T6YFwhrRwh0-00:01:38.597-00:01:40.700	T6YFwhrRwh0	00:01:38.597	00:01:40.700	I had tumors removed from both sides.	i had tumors removed from both sides		train	2.1029999999999944	7
T6YFwhrRwh0-00:01:01.594-00:01:03.963	T6YFwhrRwh0	00:01:01.594	00:01:03.963	Yes, good morning.	yes good morning		train	2.369	3
T6YFwhrRwh0-00:00:56.990-00:00:59.292	T6YFwhrRwh0	00:00:56.990	00:00:59.292	Hello how are you?	hello how are you		train	2.302	4
T6YFwhrRwh0-00:00:55.588-00:00:56.990	T6YFwhrRwh0	00:00:55.588	00:00:56.990	So, here is Ken.	so here is ken		train	1.402000000000001	4
T6YFwhrRwh0-00:00:48.448-00:00:55.588	T6YFwhrRwh0	00:00:48.448	00:00:55.588	"We at ""The Daily Moth"" were able to connect with Ken to talk with him about his thoughts on ""Sound of Metal."""	we at the daily moth were able to connect with ken to talk with him about his thoughts on sound of metal		train	7.140000000000001	22
T6YFwhrRwh0-00:00:44.478-00:00:48.448	T6YFwhrRwh0	00:00:44.478	00:00:48.448	With that ALDA association - Ken will be the president on January 1.	with that alda association ken will be the president on january 1		train	3.969999999999999	12
T6YFwhrRwh0-00:00:15.082-00:00:19.952	T6YFwhrRwh0	00:00:15.082	00:00:19.952	Now I have Ken Arcia with me.	now i have ken arcia with me		train	4.870000000000001	7
T6YFwhrRwh0-00:00:12.945-00:00:15.082	T6YFwhrRwh0	00:00:12.945	00:00:15.082	We covered what was in the film.	we covered what was in the film		train	2.1370000000000005	7
T6YFwhrRwh0-00:00:10.776-00:00:12.945	T6YFwhrRwh0	00:00:10.776	00:00:12.945	This is how they sign it.	this is how they sign it		train	2.1690000000000005	6
T6YFwhrRwh0-00:00:59.292-00:01:01.594	T6YFwhrRwh0	00:00:59.292	00:01:01.594	Hello, good morning.	hello good morning		train	2.302	3
T6YFwhrRwh0-00:01:40.700-00:01:46.373	T6YFwhrRwh0	00:01:40.700	00:01:46.373	I have a nervous system disorder called NF-2.	i have a nervous system disorder called nf-2		train	5.672999999999988	8
T6YFwhrRwh0-00:01:50.109-00:01:52.912	T6YFwhrRwh0	00:01:50.109	00:01:52.912	I couldn't hear anything at all on the left side.	i could n't hear anything at all on the left side		train	2.8029999999999973	11
T6YFwhrRwh0-00:03:03.383-00:03:11.324	T6YFwhrRwh0	00:03:03.383	00:03:11.324	"Our philosophy is ""whatever works""."	our philosophy is whatever works		train	7.941000000000002	5
T6YFwhrRwh0-00:03:01.615-00:03:03.383	T6YFwhrRwh0	00:03:01.615	00:03:03.383	Most of them do not sign.	most of them do not sign		train	1.768000000000001	6
T6YFwhrRwh0-00:02:56.043-00:03:01.615	T6YFwhrRwh0	00:02:56.043	00:03:01.615	They average about 150-200 attendees.	they average about 150-200 attendees		train	5.572000000000003	5
T6YFwhrRwh0-00:02:53.674-00:02:56.043	T6YFwhrRwh0	00:02:53.674	00:02:56.043	This year it is on hold due to COVID-19 of course.	this year it is on hold due to covid-19 of course		train	2.369	11
T6YFwhrRwh0-00:02:47.901-00:02:53.674	T6YFwhrRwh0	00:02:47.901	00:02:53.674	Every year, ALDA has a conference in different cities across the country.	every year alda has a conference in different cities across the country		train	5.772999999999996	12
T6YFwhrRwh0-00:02:45.365-00:02:47.901	T6YFwhrRwh0	00:02:45.365	00:02:47.901	They tend not to learn sign language.	they tend not to learn sign language		train	2.5360000000000014	7
T6YFwhrRwh0-00:02:41.294-00:02:45.365	T6YFwhrRwh0	00:02:41.294	00:02:45.365	Many people in ALDA tend not to do that.	many people in alda tend not to do that		train	4.071000000000026	9
T6YFwhrRwh0-00:02:36.288-00:02:41.294	T6YFwhrRwh0	00:02:36.288	00:02:41.294	Then I decided I wanted to immerse myself in the deaf community.	then i decided i wanted to immerse myself in the deaf community		train	5.005999999999972	12
T6YFwhrRwh0-00:02:31.784-00:02:36.288	T6YFwhrRwh0	00:02:31.784	00:02:36.288	I only had one sign language class, that was in Fresno.	i only had one sign language class that was in fresno		train	4.504000000000019	11
T6YFwhrRwh0-00:01:46.373-00:01:50.109	T6YFwhrRwh0	00:01:46.373	00:01:50.109	After surgery, I could hear just a bit in the right ear.	after surgery i could hear just a bit in the right ear		train	3.7360000000000175	12
T6YFwhrRwh0-00:02:26.346-00:02:31.784	T6YFwhrRwh0	00:02:26.346	00:02:31.784	Maybe two or three years later so that means when I was around 25.	maybe two or three years later so that means when i was around 25		train	5.437999999999988	14
T6YFwhrRwh0-00:02:18.138-00:02:21.108	T6YFwhrRwh0	00:02:18.138	00:02:21.108	Then I moved to Arizona 5 years ago.	then i moved to arizona 5 years ago		train	2.969999999999999	8
T6YFwhrRwh0-00:02:11.397-00:02:18.138	T6YFwhrRwh0	00:02:11.397	00:02:18.138	So I grew up in Fresno then I moved to the SF Bay area and lived there for 20 years.	so i grew up in fresno then i moved to the sf bay area and lived there for 20 years		train	6.741000000000014	20
T6YFwhrRwh0-00:02:05.358-00:02:11.397	T6YFwhrRwh0	00:02:05.358	00:02:11.397	Then I found a support group that led me to ALDA.	then i found a support group that led me to alda		train	6.038999999999987	11
T6YFwhrRwh0-00:02:00.953-00:02:05.358	T6YFwhrRwh0	00:02:00.953	00:02:05.358	I accepted my hearing loss and went through grieving that loss and the grieving process.	i accepted my hearing loss and went through grieving that loss and the grieving process		train	4.405000000000001	15
T6YFwhrRwh0-00:01:57.850-00:02:00.953	T6YFwhrRwh0	00:01:57.850	00:02:00.953	Then I finally realized I was missing a lot.	then i finally realized i was missing a lot		train	3.1030000000000086	9
T6YFwhrRwh0-00:01:52.912-00:01:55.248	T6YFwhrRwh0	00:01:52.912	00:01:55.248	For two years, I was in denial.	for two years i was in denial		train	2.3359999999999843	7
T6YFwhrRwh0-00:02:21.108-00:02:26.346	T6YFwhrRwh0	00:02:21.108	00:02:26.346	How old were you when you learned sign language?	how old were you when you learned sign language		train	5.238	9
T6YFwhrRwh0-00:03:11.324-00:03:17.197	T6YFwhrRwh0	00:03:11.324	00:03:17.197	You can use a paper and pen, lipreading, signing, whatever works.	you can use a paper and pen lipreading signing whatever works		train	5.872999999999991	11
T6YFwhrRwh0-00:00:00.934-00:00:02.501	T6YFwhrRwh0	00:00:00.934	00:00:02.501	Hello!	hello		train	1.5669999999999995	1
PJ2cnOVaFUI-00:00:08.320-00:00:13.640	PJ2cnOVaFUI	00:00:08.320	00:00:13.640	I want to talk about the big news from last night in America.	i want to talk about the big news from last night in america		train	5.32	13
PJ2cnOVaFUI-00:00:04.040-00:00:08.320	PJ2cnOVaFUI	00:00:04.040	00:00:08.320	Hello from here in Chiavenna,  Italy!	hello from here in chiavenna italy		train	4.28	6
4Fe7_ieumkE-00:01:10.022-00:01:12.159	4Fe7_ieumkE	00:01:10.022	00:01:12.159	Never out of Deaf Bings.	never out of deaf bings		train	2.1370000000000005	5
4Fe7_ieumkE-00:01:04.980-00:01:06.531	4Fe7_ieumkE	00:01:04.980	00:01:06.531	Then you can continue to talk.	then you can continue to talk		train	1.551000000000002	6
4Fe7_ieumkE-00:00:59.020-00:01:04.980	4Fe7_ieumkE	00:00:59.020	00:01:04.980	So you remind them by pointing out an event they were in, and help them to identify the specific person.	so you remind them by pointing out an event they were in and help them to identify the specific person		train	5.960000000000001	20
4Fe7_ieumkE-00:00:55.740-00:00:59.020	4Fe7_ieumkE	00:00:55.740	00:00:59.020	You know when you're talking with someone and they don't know who the person is.	you know when you 're talking with someone and they do n't know who the person is		train	3.280000000000001	17
4Fe7_ieumkE-00:00:46.939-00:00:50.329	4Fe7_ieumkE	00:00:46.939	00:00:50.329	I want to get in the car at the light -- wait a minute.	i want to get in the car at the light -- wait a minute		train	3.390000000000001	14
4Fe7_ieumkE-00:00:44.618-00:00:45.981	4Fe7_ieumkE	00:00:44.618	00:00:45.981	I want to get in the car.	i want to get in the car		train	1.3629999999999995	7
4Fe7_ieumkE-00:00:36.740-00:00:42.340	4Fe7_ieumkE	00:00:36.740	00:00:42.340	It's when I'm giving a presentation and I look at my interpreter's mouth movements and catch mistakes.	it 's when i 'm giving a presentation and i look at my interpreter 's mouth movements and catch mistakes		train	5.600000000000001	20
4Fe7_ieumkE-00:00:33.060-00:00:36.740	4Fe7_ieumkE	00:00:33.060	00:00:36.740	There's only one time when we are really good at lipreading.	there 's only one time when we are really good at lipreading		train	3.68	12
4Fe7_ieumkE-00:00:31.059-00:00:33.060	4Fe7_ieumkE	00:00:31.059	00:00:33.060	Deaf Bing good at lipreading?	deaf bing good at lipreading		train	2.001000000000001	5
4Fe7_ieumkE-00:00:51.100-00:00:54.840	4Fe7_ieumkE	00:00:51.100	00:00:54.840	Get in the car and then... What?	get in the car and then ... what		train	3.740000000000002	8
PJ2cnOVaFUI-00:05:36.480-00:05:38.160	PJ2cnOVaFUI	00:05:36.480	00:05:38.160	Captioned by aslcaptions.com	captioned by aslcaptions.com		train	1.67999999999995	3
PJ2cnOVaFUI-00:05:17.079-00:05:24.040	PJ2cnOVaFUI	00:05:17.079	00:05:24.040	It was a big day in American  history yesterday on December 18, 2019.	it was a big day in american history yesterday on december 18, 2019		train	6.961000000000013	13
PJ2cnOVaFUI-00:04:27.800-00:04:35.800	PJ2cnOVaFUI	00:04:27.800	00:04:35.800	The Senate trial may start in January 2020.	the senate trial may start in january 2020		train	8.0	8
PJ2cnOVaFUI-00:04:03.400-00:04:06.680	PJ2cnOVaFUI	00:04:03.400	00:04:06.680	One was from Minnesota and the other from New Jersey.	one was from minnesota and the other from new jersey		train	3.280000000000001	10
PJ2cnOVaFUI-00:02:44.400-00:02:47.680	PJ2cnOVaFUI	00:02:44.400	00:02:47.680	He finished out his term.	he finished out his term		train	3.280000000000001	5
PJ2cnOVaFUI-00:03:42.039-00:03:43.960	PJ2cnOVaFUI	00:03:42.039	00:03:43.960	Those are the articles.	those are the articles		train	1.9210000000000207	4
T6YFwhrRwh0-00:11:09.335-00:11:11.837	T6YFwhrRwh0	00:11:09.335	00:11:11.837	I was curious if they would recognize...	i was curious if they would recognize ...		train	2.5019999999999527	8
T6YFwhrRwh0-00:03:17.197-00:03:19.432	T6YFwhrRwh0	00:03:17.197	00:03:19.432	We're open to all.	we 're open to all		train	2.234999999999985	5
T6YFwhrRwh0-00:03:23.103-00:03:25.438	T6YFwhrRwh0	00:03:23.103	00:03:25.438	What you are used to in life.	what you are used to in life		train	2.3349999999999795	7
T6YFwhrRwh0-00:08:53.099-00:08:59.773	T6YFwhrRwh0	00:08:53.099	00:08:59.773	I see more and more of those attending our ALDAcon getting a CI.	i see more and more of those attending our aldacon getting a ci		train	6.673999999999978	13
T6YFwhrRwh0-00:08:51.730-00:08:53.099	T6YFwhrRwh0	00:08:51.730	00:08:53.099	So it's a good question.	so it 's a good question		train	1.3690000000000282	6
T6YFwhrRwh0-00:08:45.325-00:08:51.730	T6YFwhrRwh0	00:08:45.325	00:08:51.730	They may try a hearing aid, but for some, they are not strong enough.	they may try a hearing aid but for some they are not strong enough		train	6.404999999999973	14
T6YFwhrRwh0-00:08:38.684-00:08:45.325	T6YFwhrRwh0	00:08:38.684	00:08:45.325	Many late-deafened want to go back to where they could hear, of course.	many late deafened want to go back to where they could hear of course		train	6.641000000000076	14
T6YFwhrRwh0-00:08:34.214-00:08:38.684	T6YFwhrRwh0	00:08:34.214	00:08:38.684	Then more recently they improved to the point I decided to go ahead.	then more recently they improved to the point i decided to go ahead		train	4.470000000000027	13
T6YFwhrRwh0-00:08:09.221-00:08:11.925	T6YFwhrRwh0	00:08:09.221	00:08:11.925	What do the majority do?	what do the majority do		train	2.704000000000008	5
T6YFwhrRwh0-00:08:59.773-00:09:02.841	T6YFwhrRwh0	00:08:59.773	00:09:02.841	Every year our conferences are in different places.	every year our conferences are in different places		train	3.067999999999984	8
T6YFwhrRwh0-00:07:47.733-00:07:53.906	T6YFwhrRwh0	00:07:47.733	00:07:53.906	"There is no ""one size fits all"" Each story is different."	there is no one size fits all each story is different		train	6.173000000000002	11
T6YFwhrRwh0-00:07:41.995-00:07:46.266	T6YFwhrRwh0	00:07:41.995	00:07:46.266	But, each person with a hearing loss has a different story and experience.	but each person with a hearing loss has a different story and experience		train	4.271000000000015	13
T6YFwhrRwh0-00:07:39.925-00:07:41.995	T6YFwhrRwh0	00:07:39.925	00:07:41.995	I liked the ending.	i liked the ending		train	2.069999999999993	4
T6YFwhrRwh0-00:07:38.324-00:07:39.925	T6YFwhrRwh0	00:07:38.324	00:07:39.925	I took the second path.	i took the second path		train	1.600999999999999	5
T6YFwhrRwh0-00:07:34.187-00:07:38.324	T6YFwhrRwh0	00:07:34.187	00:07:38.324	I immersed myself in the Deaf community and signing.	i immersed myself in the deaf community and signing		train	4.1370000000000005	9
T6YFwhrRwh0-00:07:11.398-00:07:16.336	T6YFwhrRwh0	00:07:11.398	00:07:16.336	At the end of the movie, there was a choice, right?	at the end of the movie there was a choice right		train	4.937999999999988	11
T6YFwhrRwh0-00:07:09.062-00:07:11.398	T6YFwhrRwh0	00:07:09.062	00:07:11.398	I was learning ASL, I was getting involved.	i was learning asl i was getting involved		train	2.3360000000000127	8
T6YFwhrRwh0-00:07:07.394-00:07:09.062	T6YFwhrRwh0	00:07:07.394	00:07:09.062	They knew I was trying.	they knew i was trying		train	1.6680000000000064	5
T6YFwhrRwh0-00:07:46.266-00:07:47.733	T6YFwhrRwh0	00:07:46.266	00:07:47.733	I want to emphasize that.	i want to emphasize that		train	1.4669999999999843	5
T6YFwhrRwh0-00:09:28.033-00:09:34.073	T6YFwhrRwh0	00:09:28.033	00:09:34.073	What's your perspective as to why many late-deafened do not get involved with the Deaf community?	what 's your perspective as to why many late deafened do not get involved with the deaf community		train	6.039999999999964	18
T6YFwhrRwh0-00:11:04.730-00:11:06.231	T6YFwhrRwh0	00:11:04.730	00:11:06.231	Fun fact...	fun fact ...		train	1.5009999999999764	3
T6YFwhrRwh0-00:11:02.662-00:11:04.730	T6YFwhrRwh0	00:11:02.662	00:11:04.730	It is a lot of wonderful fun.	it is a lot of wonderful fun		train	2.067999999999984	7
T6YFwhrRwh0-00:11:00.493-00:11:02.662	T6YFwhrRwh0	00:11:00.493	00:11:02.662	"I will say, ""I remember that song!"""	i will say i remember that song		train	2.1689999999999827	7
T6YFwhrRwh0-00:10:54.520-00:11:00.493	T6YFwhrRwh0	00:10:54.520	00:11:00.493	Because every knows the music and can follow along if they see the words.	because every knows the music and can follow along if they see the words		train	5.97300000000007	14
T6YFwhrRwh0-00:10:48.413-00:10:53.519	T6YFwhrRwh0	00:10:48.413	00:10:53.519	The final night we have karaoke.	the final night we have karaoke		train	5.1059999999999945	6
T6YFwhrRwh0-00:10:44.510-00:10:48.413	T6YFwhrRwh0	00:10:44.510	00:10:48.413	The second thing that what happens at ALDAcon is FUN!	the second thing that what happens at aldacon is fun		train	3.90300000000002	10
T6YFwhrRwh0-00:10:40.706-00:10:44.510	T6YFwhrRwh0	00:10:40.706	00:10:44.510	He became deaf at age 21, same as me.	he became deaf at age 21 same as me		train	3.8039999999999736	9
T6YFwhrRwh0-00:10:36.604-00:10:40.706	T6YFwhrRwh0	00:10:36.604	00:10:40.706	King Jordan award because he himself is the most famous late-deafened adult.	king jordan award because he himself is the most famous late deafened adult		train	4.101999999999975	13
T6YFwhrRwh0-00:10:33.231-00:10:36.604	T6YFwhrRwh0	00:10:33.231	00:10:36.604	That award is named the I.	that award is named the i.		train	3.3730000000000477	6
T6YFwhrRwh0-00:10:18.884-00:10:23.822	T6YFwhrRwh0	00:10:18.884	00:10:23.822	Well, every year, at our ALDA conference, two things happen.	well every year at our alda conference two things happen		train	4.937999999999988	10
T6YFwhrRwh0-00:10:07.639-00:10:09.408	T6YFwhrRwh0	00:10:07.639	00:10:09.408	Yeah, I can understand that.	yeah i can understand that		train	1.7690000000000057	5
T6YFwhrRwh0-00:10:01.900-00:10:07.639	T6YFwhrRwh0	00:10:01.900	00:10:07.639	Some may come to our conference, some may go back to the hearing world and their comfort zone.	some may come to our conference some may go back to the hearing world and their comfort zone		train	5.739000000000033	18
T6YFwhrRwh0-00:09:57.496-00:10:01.900	T6YFwhrRwh0	00:09:57.496	00:10:01.900	I love being involved with the Deaf community.	i love being involved with the deaf community		train	4.403999999999996	8
T6YFwhrRwh0-00:09:51.256-00:09:57.496	T6YFwhrRwh0	00:09:51.256	00:09:57.496	Going into the Deaf community and the Deaf world could be a shock to them and hard to adjust to.	going into the deaf community and the deaf world could be a shock to them and hard to adjust to		train	6.240000000000009	20
T6YFwhrRwh0-00:09:34.073-00:09:37.342	T6YFwhrRwh0	00:09:34.073	00:09:37.342	I think it is really about individual choice.	i think it is really about individual choice		train	3.269000000000005	8
T6YFwhrRwh0-00:03:19.432-00:03:23.103	T6YFwhrRwh0	00:03:19.432	00:03:23.103	Yes, a tough spot.	yes a tough spot		train	3.6710000000000207	4
T6YFwhrRwh0-00:06:55.314-00:06:56.815	T6YFwhrRwh0	00:06:55.314	00:06:56.815	That's a different discussion.	that 's a different discussion		train	1.5009999999999764	5
T6YFwhrRwh0-00:06:47.841-00:06:52.144	T6YFwhrRwh0	00:06:47.841	00:06:52.144	They knew I grew up hearing and I wanted some of that sound back.	they knew i grew up hearing and i wanted some of that sound back		train	4.302999999999997	14
T6YFwhrRwh0-00:04:49.923-00:04:54.127	T6YFwhrRwh0	00:04:49.923	00:04:54.127	"I related to some scenes in the movie like when he got angry and said, ""I can't hear you!"""	i related to some scenes in the movie like when he got angry and said i ca n't hear you		train	4.204000000000008	20
T6YFwhrRwh0-00:04:45.084-00:04:49.923	T6YFwhrRwh0	00:04:45.084	00:04:49.923	I forgot what that experience was like.	i forgot what that experience was like		train	4.838999999999999	7
T6YFwhrRwh0-00:04:38.110-00:04:45.084	T6YFwhrRwh0	00:04:38.110	00:04:45.084	I'm 58 now so my surgery was 37 years ago.	i 'm 58 now so my surgery was 37 years ago		train	6.9739999999999895	11
T6YFwhrRwh0-00:04:35.541-00:04:38.110	T6YFwhrRwh0	00:04:35.541	00:04:38.110	I forgot since it was almost 40 years ago since my hearing loss.	i forgot since it was almost 40 years ago since my hearing loss		train	2.569000000000017	13
T6YFwhrRwh0-00:04:31.571-00:04:35.541	T6YFwhrRwh0	00:04:31.571	00:04:35.541	"Many experiences, I was like, ""Whoa, I had to step back."""	many experiences i was like whoa i had to step back		train	3.9699999999999696	11
T6YFwhrRwh0-00:04:26.833-00:04:31.571	T6YFwhrRwh0	00:04:26.833	00:04:31.571	But it had many triggers for me.	but it had many triggers for me		train	4.738000000000056	7
T6YFwhrRwh0-00:04:20.259-00:04:26.833	T6YFwhrRwh0	00:04:20.259	00:04:26.833	As for myself, when I first watched the movie, overall, I thought it was a very good movie.	as for myself when i first watched the movie overall i thought it was a very good movie		train	6.573999999999955	18
T6YFwhrRwh0-00:04:17.023-00:04:20.259	T6YFwhrRwh0	00:04:17.023	00:04:20.259	What did they think of the movie?	what did they think of the movie		train	3.23599999999999	7
T6YFwhrRwh0-00:04:10.516-00:04:17.023	T6YFwhrRwh0	00:04:10.516	00:04:17.023	Second, the ALDA community, did they have comments?	second the alda community did they have comments		train	6.507000000000033	8
T6YFwhrRwh0-00:04:54.127-00:04:57.497	T6YFwhrRwh0	00:04:54.127	00:04:57.497	I remember being frustrated because others didn't understand.	i remember being frustrated because others did n't understand		train	3.3700000000000045	9
T6YFwhrRwh0-00:04:09.049-00:04:10.516	T6YFwhrRwh0	00:04:09.049	00:04:10.516	What do you think of that movie?	what do you think of that movie		train	1.4669999999999843	7
T6YFwhrRwh0-00:03:58.972-00:04:02.709	T6YFwhrRwh0	00:03:58.972	00:04:02.709	Many who have the same experiences.	many who have the same experiences		train	3.7369999999999943	6
T6YFwhrRwh0-00:03:52.431-00:03:58.972	T6YFwhrRwh0	00:03:52.431	00:03:58.972	Every year I am excited about going to the ALDA conference and seeing old friends and meeting new friends too.	every year i am excited about going to the alda conference and seeing old friends and meeting new friends too		train	6.541000000000025	20
T6YFwhrRwh0-00:03:49.729-00:03:52.431	T6YFwhrRwh0	00:03:49.729	00:03:52.431	I call it my second family.	i call it my second family		train	2.701999999999998	6
